site_id,sheet,collected,counted,completed,elapsed_s,method,outcome,note
cac-gov-cn-hdfw,중국 완료,89,91,True,222.0,count_crawl,ok,stealth_ok=91 stealth_fail=0 fallback=0
cae-eco-fr-presse-cae-0,French Public Institutions,64,64,True,168.8,count_crawl,ok,stealth_ok=107 stealth_fail=0 fallback=0
caitec-org-cn-n6,중국 완료,62,0,True,3.7,count_crawl,fetch_fail,stealth_ok=1 stealth_fail=0 fallback=0
brsn-net-list,중국 완료,500,478,False,1205.6,count_crawl,site_timeout,external_timeout_kill:lower_bound
cancer-fr-catalogue-des-public,French Public Institutions,12,12,True,83.5,count_crawl,ok,caps_neutralized:_PAGE_CAP=200->10000000 | stealth_ok=26 stealth_fail=0 fallback=0
canada-ca-en,Canada Ministries,948,949,True,235.4,count_crawl,ok,stealth_ok=147 stealth_fail=0 fallback=0
cancer-gov-about-nci,American Research Institutes,24,24,True,2.7,count_crawl,ok,stealth_ok=1 stealth_fail=0 fallback=0
bundesgesundheitsministerium-de-service,독일완료,229,199,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
canurb-org-publications,Canadian Research Centers,92,95,True,294.1,count_crawl,ok,stealth_ok=96 stealth_fail=0 fallback=0
cancer-fr-presse,French Public Institutions,110,110,True,409.6,count_crawl,ok,stealth_ok=121 stealth_fail=0 fallback=0
catalog-data-metro-tokyo-lg-jp-dataset,일본완료,492,0,True,3.5,count_crawl,fetch_fail,stealth_ok=1 stealth_fail=0 fallback=0
casseng-cssn-cn-sky_research,중국 완료,8,8,True,24.0,count_crawl,ok,caps_neutralized:_MAX_PAGES=200->10000000;_MAX_SECONDS=1500->10000000 | stealth_ok=9 stealth_fail=0 fallback=0
catalogue-data-govt-nz-dataset,뉴질랜드완료,85,86,True,12.6,count_crawl,ok,stealth_ok=0 stealth_fail=0 fallback=0
cc-nih-gov-research,American Research Institutes,199,22,True,49.9,count_crawl,ok,stealth_ok=24 stealth_fail=0 fallback=0
bundeskanzleramt-gv-at-bundeskanzleramt,오스트리아완료,480,389,False,1205.7,count_crawl,site_timeout,external_timeout_kill:lower_bound
busan-go-kr-nbtnewsbu,한국완료,537,459,False,1205.7,count_crawl,site_timeout,external_timeout_kill:lower_bound
cea-hal-science-cnrgh,French Research Institutes,759,209,True,39.3,count_crawl,ok,stealth_ok=9 stealth_fail=0 fallback=0
caissedesdepots-fr-communiques-de-press,French Public Institutions,1201,1000,True,1026.2,count_crawl,ok,stealth_ok=200 stealth_fail=0 fallback=0
centralbank-ie-publication,Irish Research Centers,26,25,True,53.9,count_crawl,ok,stealth_ok=7 stealth_fail=0 fallback=0
cells-es-en,Spanish Research Centers,11,0,True,294.0,count_crawl,zero_parsed,stealth_ok=37 stealth_fail=0 fallback=0
cepii-fr-cepii,French Public Institutions,540,24,True,137.9,count_crawl,ok,caps_neutralized:_MAX_PAGES=200->10000000;_MAX_WALL=1500->10000000 | stealth_ok=28 stealth_fail=0 fallback=0
cds-cern-ch-collection,Switzerland Research Centers,505,121,True,603.9,count_crawl,ok,caps_neutralized:_MAX_PAGES=200->10000000 | stealth_ok=127 stealth_fail=0 fallback=0
cer-rec-gc-ca-en,Canadian Research Centers,175,174,True,329.4,count_crawl,ok,stealth_ok=189 stealth_fail=0 fallback=0
carabinieri-it-in-vostro-aiuto,Italy Ministries,301,218,False,1205.6,count_crawl,site_timeout,external_timeout_kill:lower_bound
chineseafs-org-ckynewsmgr,중국 완료,30,0,True,126.2,count_crawl,fetch_fail,stealth_ok=0 stealth_fail=492 fallback=492
chinatax-gov-cn-chinatax,중국 완료,6,9,True,228.5,count_crawl,ok,stealth_ok=32 stealth_fail=0 fallback=0
cigionline-org-publications,Canadian Research Centers,500,0,True,17.3,count_crawl,fetch_fail,stealth_ok=3 stealth_fail=0 fallback=0
cdhowe-org-research-insights,Canadian Research Centers,344,337,False,1205.6,count_crawl,site_timeout,external_timeout_kill:lower_bound
centralesupelec-fr-presse,French Public Institutions,51,51,True,802.4,count_crawl,ok,caps_neutralized:_MAX_PAGES=200->10000000 | stealth_ok=232 stealth_fail=0 fallback=0
cedelft-eu-reports,Dutch Research Centers,500,357,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
cerema-fr-fr,French Research Institutes,231,240,True,1079.4,count_crawl,ok,stealth_ok=271 stealth_fail=0 fallback=0
cnam-hal-science-ceet,French Research Institutes,279,27,True,9.4,count_crawl,ok,stealth_ok=2 stealth_fail=0 fallback=0
cnam-hal-science-search,French Public Institutions,975,368,True,73.1,count_crawl,ok,stealth_ok=18 stealth_fail=0 fallback=0
climateinstitute-ca-newsroom,Canadian Research Centers,110,114,True,716.8,count_crawl,ok,stealth_ok=2 stealth_fail=164 fallback=164
cnes-fr-communiques,French Research Institutes,119,127,True,373.8,count_crawl,ok,stealth_ok=141 stealth_fail=0 fallback=0
chungnam-go-kr-cnportal,한국완료,425,456,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
cirad-fr-espace-presse,French Research Institutes,360,446,True,1188.7,count_crawl,ok,caps_neutralized:MAX_PAGES=200->10000000 | stealth_ok=521 stealth_fail=0 fallback=0
civilprotection-gov-gr-deltia-tupou,Greece Ministries,500,374,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
cnl-ca-news-publications,Canadian Research Centers,137,0,True,31.5,count_crawl,zero_parsed,stealth_ok=1 stealth_fail=0 fallback=0
comptroller-defense-gov-odcfo,USA Executive Departments,24,0,True,6.7,count_crawl,zero_parsed,stealth_ok=3 stealth_fail=0 fallback=0
cmi-no-publications,Norway Research Centers,346,273,False,1205.6,count_crawl,site_timeout,external_timeout_kill:lower_bound
cnipa-gov-cn-col,중국 완료,213,213,True,547.9,count_crawl,ok,stealth_ok=216 stealth_fail=0 fallback=0
college-de-france-fr-en,French Public Universities,105,105,True,505.7,count_crawl,ok,caps_neutralized:MAX_PAGES=200->10000000 | stealth_ok=109 stealth_fail=0 fallback=0
cnic-es-en,Spanish Research Centers,419,282,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
cora-ucc-ie-search,Irish Research Centers,439,100,True,332.4,count_crawl,ok,caps_neutralized:SAFETY_PAGE_CAP=200->10000000 | stealth_ok=106 stealth_fail=0 fallback=0
comwel-or-kr-comwel,한국완료,471,409,False,1210.7,count_crawl,site_timeout,external_timeout_kill:lower_bound
consult-environment-govt-nz-climate,뉴질랜드완료,72,0,False,1208.6,count_crawl,site_timeout,external_timeout_kill:lower_bound
csem-ch-en,Switzerland Research Centers,168,0,True,2.8,count_crawl,fetch_fail,caps_neutralized:MAX_PAGES=200->10000000 | stealth_ok=1 stealth_fail=0 fallback=0
cso-ie-en,Irish Research Centers,388,0,True,1.9,count_crawl,zero_parsed,stealth_ok=1 stealth_fail=0 fallback=0
csic-es-es,Spanish Research Centers,25,26,True,7.1,count_crawl,ok,stealth_ok=2 stealth_fail=0 fallback=0
cre-fr-documents,French Public Institutions,27,27,True,532.8,count_crawl,ok,stealth_ok=30 stealth_fail=164 fallback=164
culture-gouv-fr-espace-documentation,France Ministries,304,0,True,8.2,count_crawl,zero_parsed,caps_neutralized:MAX_PAGES=200->10000000 | stealth_ok=3 stealth_fail=0 fallback=0
consult-environment-govt-nz-resource-management,뉴질랜드완료,58,0,False,1205.6,count_crawl,site_timeout,external_timeout_kill:lower_bound
cstb-fr-communiques-de-press,French Research Institutes,48,48,True,157.9,count_crawl,ok,stealth_ok=48 stealth_fail=0 fallback=0
consult-environment-govt-nz-waste,뉴질랜드완료,58,0,False,1205.7,count_crawl,site_timeout,external_timeout_kill:lower_bound
dair-dias-ie-cgi,Irish Research Centers,500,756,True,166.2,count_crawl,ok,stealth_ok=1 stealth_fail=0 fallback=0
data-aeronomie-be-dataset,벨기에완료,33,0,True,6.6,count_crawl,fetch_fail,caps_neutralized:MAX_PAGES=200->10000000 | stealth_ok=1 stealth_fail=0 fallback=0
csrc-gov-cn-csrc_en,중국 완료,9,9,True,554.0,count_crawl,ok,stealth_ok=10 stealth_fail=164 fallback=164
data-busan-go-kr-bdip,한국완료,2022,2919,True,220.7,count_crawl,ok,stealth_ok=0 stealth_fail=0 fallback=0
cpb-nl-en,Dutch Research Centers,371,254,False,1205.6,count_crawl,site_timeout,external_timeout_kill:lower_bound
data-e-gov-go-jp-data,일본완료,1392,0,True,4.0,count_crawl,fetch_fail,stealth_ok=1 stealth_fail=0 fallback=0
cwf-ca-publications,Canadian Research Centers,228,229,True,766.2,count_crawl,ok,stealth_ok=229 stealth_fail=0 fallback=0
data-gov-be-nl,벨기에완료,132,0,True,2.0,count_crawl,zero_parsed,stealth_ok=2 stealth_fail=0 fallback=0
data-gov-au-data,호주완료,500,61,True,205.5,count_crawl,ok,caps_neutralized:_MAX_PAGES=200->10000000;_MAX_WALL=1500->10000000 | stealth_ok=2 stealth_fail=0 fallback=0
data-gv-at-datasets,오스트리아완료,400,0,True,8.9,count_crawl,fetch_fail,stealth_ok=1 stealth_fail=0 fallback=0
data-mfe-govt-nz-documents,뉴질랜드완료,21,0,True,2.1,count_crawl,fetch_fail,stealth_ok=1 stealth_fail=0 fallback=0
data-mfe-govt-nz-tables,뉴질랜드완료,435,0,True,7.0,count_crawl,fetch_fail,stealth_ok=1 stealth_fail=0 fallback=0
data-gouv-fr-organizations,French Research Institutes,200,11,True,286.2,count_crawl,ok,stealth_ok=64 stealth_fail=0 fallback=0
data-nist-gov-sdp,American Research Institutes,50,0,True,23.6,count_crawl,fetch_fail,stealth_ok=3 stealth_fail=0 fallback=0
data-nasa-gov-dataset,American Research Institutes,4474,0,True,150.3,count_crawl,fetch_fail,caps_neutralized:_MAX_PAGES=200->10000000 | stealth_ok=5 stealth_fail=0 fallback=0
daejeon-go-kr-drh,한국완료,473,456,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
data-taltech-ee-search,Estonia Research Centers,92,92,True,199.6,count_crawl,ok,caps_neutralized:_WALL_BUDGET=1500->10000000 | stealth_ok=6 stealth_fail=0 fallback=0
datacatalogue-adruk-org-browser,영국완료,484,0,True,4.9,count_crawl,fetch_fail,caps_neutralized:MAX_PAGES=200->10000000 | stealth_ok=2 stealth_fail=0 fallback=0
dapa-go-kr-dapa,한국완료,970,0,False,1205.4,count_crawl,site_timeout,external_timeout_kill:lower_bound
datos-gob-cl-dataset,Chile Research Centers,21,0,True,3.8,count_crawl,fetch_fail,stealth_ok=1 stealth_fail=0 fallback=0
datos-gob-mx-dataset,Mexico Ministries,97,0,True,4.7,count_crawl,fetch_fail,caps_neutralized:PAGE_SAFETY_CAP=200->10000000 | stealth_ok=1 stealth_fail=0 fallback=0
data-biodiversity-be-dataset,벨기에완료,524,0,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
datenportal-bmbf-de-portal,독일완료,75,75,True,266.8,count_crawl,ok,caps_neutralized:_MAX_PAGES=200->10000000;_MAX_WALL=1500->10000000 | stealth_ok=77 stealth_fail=0 fallback=0
data-gov-uk-search,영국완료,488,5,False,1205.6,count_crawl,site_timeout,external_timeout_kill:lower_bound
defense-gov-news,USA Executive Departments,546,0,True,6.6,count_crawl,zero_parsed,stealth_ok=3 stealth_fail=0 fallback=0
deltares-nl-en,Dutch Research Centers,155,0,False,2.4,error:TypeError,error,cannot use a string pattern on a bytes-like object | stealth_ok=1 stealth_fail=0 fallback=0
daten-berlin-de-datensaetze,독일완료,250,98,True,793.8,count_crawl,ok,caps_neutralized:MAX_PAGES=200->10000000 | stealth_ok=216 stealth_fail=0 fallback=0
data-statistik-gv-at-web,오스트리아완료,500,186,False,1205.6,count_crawl,site_timeout,external_timeout_kill:lower_bound
dhs-gov-publication,USA Executive Departments,29,29,True,106.4,count_crawl,ok,stealth_ok=0 stealth_fail=0 fallback=0
defense-gouv-fr-salle-de-presse,France Ministries,1980,2263,True,788.2,count_crawl,ok,caps_neutralized:MAX_PAGES=200->10000000 | stealth_ok=229 stealth_fail=0 fallback=0
dia-govt-nz-diawebsitensf,뉴질랜드완료,28,28,True,87.8,count_crawl,ok,stealth_ok=20 stealth_fail=0 fallback=0
difesa-it-il-ministro,Italy Ministries,101,0,True,8.6,count_crawl,fetch_fail,stealth_ok=1 stealth_fail=0 fallback=0
defence-govt-nz-publications,뉴질랜드완료,431,433,True,1120.1,count_crawl,ok,stealth_ok=479 stealth_fail=0 fallback=0
defensa-gob-es-gabinete,Spain Ministries,421,383,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
didaktorika-gr-eadd,Greece Research Centers,118,118,True,641.3,count_crawl,ok,stealth_ok=135 stealth_fail=0 fallback=0
dhs-gov-congressional-approp,USA Executive Departments,638,466,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
dhs-gov-news-releases,USA Executive Departments,79,27,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
doaj-org-search,Irish Research Centers,1417,0,True,3.8,count_crawl,fetch_fail,stealth_ok=1 stealth_fail=0 fallback=0
doc-cerema-fr-default,French Research Institutes,697,0,True,1.2,count_crawl,fetch_fail,stealth_ok=0 stealth_fail=0 fallback=0
doi-gov-bpp,USA Executive Departments,204,204,True,23.9,count_crawl,ok,stealth_ok=9 stealth_fail=0 fallback=0
directives-doe-gov-guidance,USA Executive Departments,260,51,True,237.0,count_crawl,ok,caps_neutralized:_SAFETY_CAP=200->10000000 | stealth_ok=53 stealth_fail=0 fallback=0
doras-dcu-ie-view,Irish Research Centers,2229,3683,True,79.0,count_crawl,ok,caps_neutralized:_MAX_PAGES=200->10000000;_MAX_SECONDS=1500->10000000 | stealth_ok=2 stealth_fail=0 fallback=0
differ-nl-publications,Dutch Research Centers,198,100,False,1205.6,count_crawl,site_timeout,external_timeout_kill:lower_bound
drc-gov-cn-leafaspx,중국 완료,555,0,True,5.3,count_crawl,fetch_fail,caps_neutralized:_MAX_PAGES=200->10000000;_MAX_SECONDS=1500->10000000 | stealth_ok=1 stealth_fail=0 fallback=0
digital-gob-es-comunicacion,Spain Ministries,416,159,False,1205.6,count_crawl,site_timeout,external_timeout_kill:lower_bound
dspace-emu-ee-search,Estonia Research Centers,500,0,True,19.1,count_crawl,fetch_fail,caps_neutralized:SAFETY_PAGE_CAP=200->10000000 | stealth_ok=1 stealth_fail=0 fallback=0
dspace-ut-ee-search,Estonia Research Centers,125,0,True,6.3,count_crawl,fetch_fail,caps_neutralized:SAFETY_PAGE_CAP=200->10000000 | stealth_ok=1 stealth_fail=0 fallback=0
diplomatie-gouv-fr-en,France Ministries,551,379,False,1205.7,count_crawl,site_timeout,external_timeout_kill:lower_bound
dtic-dimensions-ai-discover,American Research Institutes,500,0,True,4.1,count_crawl,fetch_fail,caps_neutralized:_MAX_PAGES=200->10000000;_MAX_WALL=1500->10000000 | stealth_ok=1 stealth_fail=0 fallback=0
e-stat-go-jp-stat-search,일본완료,1018,0,True,3.6,count_crawl,fetch_fail,caps_neutralized:_MAX_PAGES=200->10000000 | stealth_ok=1 stealth_fail=0 fallback=0
directives-doe-gov-directives-browse,USA Executive Departments,205,0,True,929.8,count_crawl,fetch_fail,stealth_ok=206 stealth_fail=0 fallback=0
ec-lyon-hal-science-search,French Public Universities,222,0,True,9.9,count_crawl,fetch_fail,stealth_ok=1 stealth_fail=0 fallback=0
ecat-ga-gov-au-geonetwork,호주완료,796,799,True,253.5,count_crawl,ok,stealth_ok=0 stealth_fail=0 fallback=0
drugsandalcohol-ie-cgi,Irish Research Centers,500,5696,True,596.3,count_crawl,ok,stealth_ok=117 stealth_fail=0 fallback=0
economie-fgov-be-nl,벨기에완료,138,120,True,234.8,count_crawl,ok,caps_neutralized:_MAX_PAGES=200->10000000 | stealth_ok=0 stealth_fail=0 fallback=0
economy-ni-gov-uk-news,영국완료,500,20,True,31.9,count_crawl,ok,stealth_ok=22 stealth_fail=0 fallback=0
dol-gov-newsroom,USA Executive Departments,275,165,False,1205.6,count_crawl,site_timeout,external_timeout_kill:lower_bound
dpmc-govt-nz-publications,뉴질랜드완료,571,161,False,1205.6,count_crawl,site_timeout,external_timeout_kill:lower_bound
eda-admin-ch-eda,Switzerland Departments,12,0,True,12.3,count_crawl,fetch_fail,caps_neutralized:SAFETY_PAGE_CAP=200->10000000 | stealth_ok=3 stealth_fail=0 fallback=0
edi-admin-ch-de,Switzerland Departments,360,0,True,4.1,count_crawl,fetch_fail,caps_neutralized:_MAX_PAGES=200->10000000;_MAX_WALL=1500->10000000 | stealth_ok=1 stealth_fail=0 fallback=0
earlham-ac-uk-newsroom,영국완료,278,283,True,1006.1,count_crawl,ok,stealth_ok=331 stealth_fail=0 fallback=0
dst-dk-da,덴마크완료,408,275,False,1205.6,count_crawl,site_timeout,external_timeout_kill:lower_bound
edoc-rki-de-handle,GER ResearchCenters(Unfinished),20,20,True,219.4,count_crawl,ok,stealth_ok=71 stealth_fail=0 fallback=0
education-govt-nz-our-work,뉴질랜드완료,34,30,True,91.0,count_crawl,ok,stealth_ok=30 stealth_fail=0 fallback=0
education-ni-gov-uk-news,영국완료,503,20,True,49.7,count_crawl,ok,stealth_ok=22 stealth_fail=0 fallback=0
edx-netl-doe-gov-group,American Research Institutes,100,0,True,4.7,count_crawl,fetch_fail,stealth_ok=1 stealth_fail=0 fallback=0
education-govt-nz-search,뉴질랜드완료,66,68,True,145.2,count_crawl,ok,stealth_ok=0 stealth_fail=0 fallback=4
ecologie-gouv-fr-presse,France Ministries,4049,383,False,1205.6,count_crawl,site_timeout,external_timeout_kill:lower_bound
economy-ni-gov-uk-publications,영국완료,583,458,False,1205.6,count_crawl,site_timeout,external_timeout_kill:lower_bound
ehess-hal-science-search,French Public Universities,429,0,True,5.5,count_crawl,fetch_fail,stealth_ok=1 stealth_fail=0 fallback=0
ed-gov-about,USA Executive Departments,224,110,False,1205.6,count_crawl,site_timeout,external_timeout_kill:lower_bound
educacionfpydeportes-gob-es-prensahtml,Spain Ministries,347,303,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
efd-admin-ch-en,Switzerland Departments,500,471,False,1205.4,count_crawl,site_timeout,external_timeout_kill:lower_bound
efk-admin-ch-fr,Switzerland Research Centers,26,26,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
emep-int-mscw,Norway Research Centers,213,215,True,1.4,count_crawl,ok,stealth_ok=1 stealth_fail=0 fallback=0
emsl-pnnl-gov-science,American Research Institutes,6,6,True,172.6,count_crawl,ok,stealth_ok=1 stealth_fail=0 fallback=0
ehesp-fr-espace-presse,French Public Universities,127,0,False,1205.5,count_crawl,fetch_fail,external_timeout_kill:lower_bound
en-ird-fr-sections,French Research Institutes,84,21,True,102.6,count_crawl,ok,stealth_ok=26 stealth_fail=0 fallback=0
en-moj-gov-cn-lawsandregulationsht,중국 완료,15,15,True,45.0,count_crawl,ok,stealth_ok=20 stealth_fail=0 fallback=0
ejournals-epublishing-ekt-gr-indexphp,Greece Research Centers,474,235,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
elocus-lib-uoc-gr-search,Greece Research Centers,282,103,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
en-nhc-gov-cn-publicationshtml,중국 완료,9,9,True,27.8,count_crawl,ok,stealth_ok=10 stealth_fail=0 fallback=0
enac-hal-science-search,French Public Universities,549,0,True,5.5,count_crawl,fetch_fail,stealth_ok=1 stealth_fail=0 fallback=0
em-dk-aktuelt,덴마크완료,350,350,True,895.0,count_crawl,ok,stealth_ok=504 stealth_fail=0 fallback=0
enc-hal-science-search,French Public Universities,509,331,True,91.1,count_crawl,ok,caps_neutralized:_MAX_PAGES=200->10000000 | stealth_ok=23 stealth_fail=0 fallback=0
en-iwhr-cn-iwhr-english-new,중국 완료,458,0,True,454.3,count_crawl,zero_parsed,stealth_ok=0 stealth_fail=164 fallback=164
energy-gov-search,USA Executive Departments,191,0,True,4.0,count_crawl,fetch_fail,stealth_ok=1 stealth_fail=0 fallback=0
energy-gov-open-government,USA Executive Departments,10,0,True,10.3,count_crawl,zero_parsed,stealth_ok=3 stealth_fail=0 fallback=0
eng-mod-gov-cn-2025xb,중국 완료,10,10,True,27.6,count_crawl,ok,stealth_ok=11 stealth_fail=0 fallback=0
en-ndrc-gov-cn-policies,중국 완료,52,0,True,430.1,count_crawl,fetch_fail,stealth_ok=6 stealth_fail=0 fallback=0
english-mee-gov-cn-resources,중국 완료,20,0,True,109.3,count_crawl,fetch_fail,stealth_ok=2 stealth_fail=0 fallback=0
enpc-hal-science-search,French Public Universities,741,0,True,4.5,count_crawl,fetch_fail,caps_neutralized:_MAX_PAGES=200->10000000 | stealth_ok=1 stealth_fail=0 fallback=0
em-lyon-com-en,French Public Universities,348,318,False,1205.6,count_crawl,site_timeout,external_timeout_kill:lower_bound
en-nim-ac-cn-taxonomy,중국 완료,303,303,True,774.9,count_crawl,ok,caps_neutralized:_MAX_PAGES=200->10000000;_MAX_SECONDS=1500->10000000 | stealth_ok=334 stealth_fail=0 fallback=0
ens-lyon-hal-science-search,French Public Universities,1343,0,True,5.2,count_crawl,fetch_fail,stealth_ok=1 stealth_fail=0 fallback=0
enscp-hal-science-search,French Public Institutions,3517,2960,True,167.6,count_crawl,ok,stealth_ok=33 stealth_fail=0 fallback=0
ens-hal-science-search,French Public Universities,18340,14341,True,686.8,count_crawl,ok,caps_neutralized:_MAX_PAGES=200->10000000 | stealth_ok=161 stealth_fail=0 fallback=0
enssib-hal-science-search,French Public Universities,12,0,True,5.1,count_crawl,fetch_fail,stealth_ok=1 stealth_fail=0 fallback=0
energy-gov-management,USA Executive Departments,388,388,True,895.4,count_crawl,ok,caps_neutralized:_MAX_PAGES=200->10000000;_MAX_WALL=1500->10000000 | stealth_ok=208 stealth_fail=0 fallback=0
environment-govt-nz-publications,뉴질랜드완료,249,0,True,133.2,count_crawl,fetch_fail,stealth_ok=2 stealth_fail=0 fallback=0
envt-hal-science-search,French Public Universities,1063,0,True,4.5,count_crawl,fetch_fail,caps_neutralized:_MAX_PAGES=200->10000000 | stealth_ok=1 stealth_fail=0 fallback=0
english-cnipa-gov-cn-col,중국 완료,353,353,True,1054.1,count_crawl,ok,stealth_ok=375 stealth_fail=0 fallback=0
environment-govt-nz-acts-and-regulations,뉴질랜드완료,315,0,True,228.2,count_crawl,zero_parsed,stealth_ok=5 stealth_fail=0 fallback=0
eprints-imtlucca-it-cgi,Italy Research centers,1461,0,True,132.2,count_crawl,fetch_fail,stealth_ok=0 stealth_fail=492 fallback=492
eprr-lanl-gov,American Research Institutes,367,0,True,3.9,count_crawl,zero_parsed,stealth_ok=1 stealth_fail=0 fallback=0
espci-hal-science-search,French Public Universities,22,0,True,5.2,count_crawl,fetch_fail,stealth_ok=1 stealth_fail=0 fallback=0
english-www-gov-cn-archive,중국 완료,506,437,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
epa-ie-news-releases,Irish Research Centers,120,128,True,403.7,count_crawl,ok,caps_neutralized:_PAGE_SAFETY_CAP=200->10000000 | stealth_ok=132 stealth_fail=0 fallback=0
ens-lyon-fr-lecole,French Public Universities,154,151,True,947.3,count_crawl,ok,caps_neutralized:MAX_PAGES=200->10000000 | stealth_ok=258 stealth_fail=0 fallback=0
esteri-it-it,Italy Ministries,5533,6552,True,345.2,count_crawl,ok,stealth_ok=0 stealth_fail=0 fallback=0
ethz-ch-de,Switzerland Research Centers,203,0,True,3.9,count_crawl,fetch_fail,caps_neutralized:_MAX_PAGES=200->10000000 | stealth_ok=1 stealth_fail=0 fallback=0
ethniccommunities-govt-nz-resources,뉴질랜드완료,85,86,True,269.0,count_crawl,ok,stealth_ok=98 stealth_fail=0 fallback=0
exteriores-gob-es-en,Spain Ministries,55,55,True,90.9,count_crawl,ok,stealth_ok=17 stealth_fail=0 fallback=0
eprints-soton-ac-uk-view,영국완료,259,0,True,964.2,count_crawl,fetch_fail,stealth_ok=0 stealth_fail=164 fallback=164
fair-healthdata-be-search,벨기에완료,10,0,True,10.2,count_crawl,fetch_fail,caps_neutralized:_MAX_PAGES=200->10000000 | stealth_ok=1 stealth_fail=0 fallback=0
environment-govt-nz-what-you-can-do,뉴질랜드완료,58,0,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
federalregister-gov-documents,USA Executive Departments,5957,0,True,6.2,count_crawl,fetch_fail,stealth_ok=1 stealth_fail=0 fallback=0
fhi-no-en,Norway Research Centers,255,0,True,3.2,count_crawl,zero_parsed,stealth_ok=1 stealth_fail=0 fallback=0
esri-ie-publications,Irish Research Centers,531,310,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
fi-se-en,스웨덴 완료,122,92,True,397.5,count_crawl,ok,stealth_ok=116 stealth_fail=0 fallback=0
finance-ni-gov-uk-publications,영국완료,336,17,True,52.4,count_crawl,ok,caps_neutralized:_MAX_PAGES=200->10000000 | stealth_ok=22 stealth_fail=0 fallback=0
etera-ee-browse,Estonia Research Centers,100403,215,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
etis-ee-portal,Estonia Research Centers,138,1,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
fm-dk-udgivelser,덴마크완료,100,100,True,396.1,count_crawl,ok,stealth_ok=110 stealth_fail=0 fallback=0
fafo-no-en,Norway Research Centers,322,228,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
fibl-org-en,Switzerland Research Centers,539,15,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
fmi-ch-research,Switzerland Research Centers,818,1,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
fmn-dk-da,덴마크완료,848,306,False,1205.4,count_crawl,site_timeout,external_timeout_kill:lower_bound
forest-go-kr-kfsweb,한국완료,931,552,False,1205.4,count_crawl,site_timeout,external_timeout_kill:lower_bound
forskningsradet-no-om-forskningsradet,Norway Research Centers,356,0,False,1205.4,count_crawl,fetch_fail,external_timeout_kill:lower_bound
ga-gov-au-data-pubs,호주완료,2243,2241,True,136.7,count_crawl,ok,stealth_ok=10 stealth_fail=0 fallback=0
frontiersin-org-articles,American Research Institutes,1230,357,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
fss-or-kr-fss,한국완료,500,420,False,1205.4,count_crawl,site_timeout,external_timeout_kill:lower_bound
garda-ie-en,Irish Research Centers,94,0,True,443.3,count_crawl,zero_parsed,stealth_ok=1 stealth_fail=0 fallback=0
genomecanada-ca-about,Canadian Research Centers,50,0,True,210.9,count_crawl,zero_parsed,stealth_ok=1 stealth_fail=0 fallback=0
gcsp-ch-publications,Switzerland Research Centers,176,178,True,523.9,count_crawl,ok,stealth_ok=188 stealth_fail=0 fallback=0
ftc-go-kr-www,한국완료,694,489,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
futureneurocentre-ie-our-research,Irish Research Centers,455,7,False,1205.5,count_crawl,site_timeout,external_timeout_kill:lower_bound
github-com-orgs,Dutch Research Centers,91,0,True,24.1,count_crawl,fetch_fail,stealth_ok=3 stealth_fail=0 fallback=0
gb-go-kr-sub,한국완료,406,407,True,1153.0,count_crawl,ok,caps_neutralized:MAX_PAGES=200->10000000 | stealth_ok=449 stealth_fail=0 fallback=0
genome-gov-about-nhgri,American Research Institutes,42,0,True,1154.0,count_crawl,zero_parsed,stealth_ok=2 stealth_fail=0 fallback=0
go-griffith-ie-browse,Irish Research Centers,1111,0,True,5.8,count_crawl,fetch_fail,caps_neutralized:_MAX_PAGES=200->10000000;_MAX_SECONDS=1500->10000000 | stealth_ok=1 stealth_fail=0 fallback=0
gov-gr-search,Greece Ministries,489,0,True,2.0,count_crawl,fetch_fail,caps_neutralized:MAX_PAGES=200->10000000 | stealth_ok=0 stealth_fail=0 fallback=0
