site_id,site_name,status,category,reason,collected
sante-gouv-fr-ministere,Custom: sante-gouv-fr-ministere,된다,,,145
santepubliquefrance-fr-presse,Custom: santepubliquefrance-fr-presse,된다,,,624
sastind-gov-cn-n10086200,Custom: sastind-gov-cn-n10086200,된다,,,474
scaht-org-en,Custom: scaht-org-en,된다,,,641
science-astron-nl-science-astron,Custom: science-astron-nl-science-astron,된다,,,117
science-libraries-canada-ca-eng,Custom: science-libraries-canada-ca-eng,된다,,,31
scourt-go-kr-portal,Custom: scourt-go-kr-portal,된다,,,982
scp-nl-publicaties,Custom: scp-nl-publicaties,된다,,,243
search-nal-usda-gov-discovery,Custom: search-nal-usda-gov-discovery,된다,,,452
search-open-canada-ca-opendata,Custom: search-open-canada-ca-opendata,된다,,,5287
search-worldcat-org-ko,Custom: search-worldcat-org-ko,된다,,,14
secihti-mx-sala-de-prensa,Custom: secihti-mx-sala-de-prensa,된다,,,218
seco-admin-ch-seco,Custom: seco-admin-ch-seco,된다,,,479
seer-cancer-gov-report_to_nation,Custom: seer-cancer-gov-report_to_nation,된다,,,24
sejong-go-kr-bbs,Custom: sejong-go-kr-bbs,된다,,,500
sfi-ch-en,Custom: sfi-ch-en,된다,,,288
sgu-se-en,Custom: sgu-se-en,된다,,,54
si-re-kr-bbs,Custom: si-re-kr-bbs,된다,,,501
sib-swiss-community,Custom: sib-swiss-community,된다,,,391
sib-swiss-training,Custom: sib-swiss-training,된다,,,74
simula-no-publications,Custom: simula-no-publications,된다,,,73
sintef-no-en,Custom: sintef-no-en,된다,,,141
siseministeerium-ee-otsing,Custom: siseministeerium-ee-otsing,된다,,,20
skillsdevelopmentscotland-co-uk-publications-statist,Custom: skillsdevelopmentscotland-co-uk-publications-statist,된다,,,488
skm-dk-aktuelt,Custom: skm-dk-aktuelt,된다,,,457
sm-dk-publikationer,Custom: sm-dk-publikationer,된다,,,354
sm-ee-otsing,Custom: sm-ee-otsing,안된다,점검필요,"과거 수집데이터 있음, 일시적/셀렉터 의심 — 점검 필요",158
socialstyrelsen-se-en,Custom: socialstyrelsen-se-en,된다,,,127
sodha-be-dataverse,Custom: sodha-be-dataverse,된다,,,152
sonar-ch-global,Custom: sonar-ch-global,된다,,,5462
sozialministerium-gv-at-services,Custom: sozialministerium-gv-at-services,된다,,,206
spo-go-kr-site,Custom: spo-go-kr-site,된다,,,227
srnl-gov-newsroom,Custom: srnl-gov-newsroom,된다,,,88
stami-no-en,Custom: stami-no-en,된다,,,337
stat-inst-se-om-sis,Custom: stat-inst-se-om-sis,된다,,,69
state-gov-department-reports,Custom: state-gov-department-reports,된다,,,10
state-gov-press-releases,Custom: state-gov-press-releases,된다,,,30
state-gwd-go-kr-portal,Custom: state-gwd-go-kr-portal,된다,,,614
statistischebibliothek-de-mir,Custom: statistischebibliothek-de-mir,된다,,,384
stats-govt-nz-indicators,Custom: stats-govt-nz-indicators,된다,,,109
stats-govt-nz-publications,Custom: stats-govt-nz-publications,안된다,수리(코드),사이트는 정상응답인데 파싱 0 — 셀렉터/방식 코드 수리 필요,87
stepi-re-kr-site,Custom: stepi-re-kr-site,된다,,,570
swisspeace-ch-publications,Custom: swisspeace-ch-publications,된다,,,304
swisspolar-ch-expeditions,Custom: swisspolar-ch-expeditions,된다,,,94
swisstph-ch-en,Custom: swisstph-ch-en,된다,,,1087
telemarksforsking-no-publikasjoner,Custom: telemarksforsking-no-publikasjoner,된다,,,280
tigta-gov-reports,Custom: tigta-gov-reports,된다,,,133
toi-no-publications,Custom: toi-no-publications,된다,,,470
transformation-gouv-fr-espace-presse,Custom: transformation-gouv-fr-espace-presse,된다,,,211
transparency-gov-au-publications,Custom: transparency-gov-au-publications,된다,,,2694
transport-govt-nz-documents-and-public,Custom: transport-govt-nz-documents-and-public,된다,,,3
transportation-gov-newsroom,Custom: transportation-gov-newsroom,된다,,,205
transportes-gob-es-el-ministerio,Custom: transportes-gob-es-el-ministerio,된다,,,288
treasury-gov-au-publication,Custom: treasury-gov-au-publication,된다,,,651
treasury-govt-nz-publications,The Treasury New Zealand — Publications,된다,,,245
trm-dk-nyheder,Custom: trm-dk-nyheder,된다,,,404
ufm-dk-publikationer,Custom: ufm-dk-publikationer,된다,,,44
ukdataservice-ac-uk-2026,Custom: ukdataservice-ac-uk-2026,된다,,,549
ulsan-go-kr-u,Custom: ulsan-go-kr-u,된다,,,58
um-dk-om-os,Custom: um-dk-om-os,된다,,,24
ungeneva-org-en,Custom: ungeneva-org-en,된다,,,93
unidata-gv-at-pages,Custom: unidata-gv-at-pages,된다,,,404
unikorea-go-kr-web,Custom: unikorea-go-kr-web,된다,,,47
usgs-gov-news,Custom: usgs-gov-news,된다,,,1549
ustat-mur-gov-it,Custom: ustat-mur-gov-it,된다,,,92
uvek-admin-ch-en,Custom: uvek-admin-ch-en,된다,,,501
va-gov-vetdata,Custom: va-gov-vetdata,된다,,,114
vbs-admin-ch-en,Custom: vbs-admin-ch-en,된다,,,111
vlaanderen-be-nieuwsberichten,Custom: vlaanderen-be-nieuwsberichten,된다,,,26
vtg-admin-ch-en,Custom: vtg-admin-ch-en,된다,,,18
wallonie-be-fr,Custom: wallonie-be-fr,된다,,,121
waltoninstitute-ie-research,Custom: waltoninstitute-ie-research,된다,,,566
wbf-admin-ch-en,Custom: wbf-admin-ch-en,된다,,,500
wef-infor-cl-indexphp,Custom: wef-infor-cl-indexphp,된다,,,448
werk-belgie-be-nl,Custom: werk-belgie-be-nl,된다,,,316
who-int-publications,Custom: who-int-publications,된다,,,511
wodc-nl-documenten,Custom: wodc-nl-documenten,된다,,,2
women-govt-nz-library,Custom: women-govt-nz-library,된다,,,14
wti-org-research,Custom: wti-org-research,된다,,,303
www2-mrc-lmb-cam-ac-uk-research,Custom: www2-mrc-lmb-cam-ac-uk-research,된다,,,47
www6-slac-stanford-edu-news-and-events,Custom: www6-slac-stanford-edu-news-and-events,된다,,,267
xxgk-mot-gov-cn-2020,Custom: xxgk-mot-gov-cn-2020,된다,,,456
yme-gr-2013-01-31-06-37-23,Custom: yme-gr-2013-01-31-06-37-23,된다,,,3380
ypen-gov-gr-category,Custom: ypen-gov-gr-category,된다,,,454
ypergasias-gov-gr-category,Custom: ypergasias-gov-gr-category,안된다,IP차단,"우리 IP 차단(403/WAF) — 클라이언트 egress에서 재확인 필요, 코드문제 아님",531
ypes-gr-category,Custom: ypes-gr-category,된다,,,987
