site_id,sheet,collected,source_total,exact,kind,health
bjerknes-uib-no-en,Norway Research Centers,214,12,True,measured,정상(측정됨)
mfat-govt-nz-en,뉴질랜드완료,11,11,True,count_exact,정상(count됨)
justice-ni-gov-uk-publications,영국완료,228,11,True,count_exact,정상(count됨)
arcnl-nl-publications,Dutch Research Centers,11,11,True,count_exact,정상(count됨)
energy-gov-open-government,USA Executive Departments,10,10,True,count_exact,정상(count됨)
siseministeerium-ee-otsing,Estonia Ministries,20,10,True,count_exact,정상(count됨)
nnsa-mee-gov-cn-english,중국 완료,10,10,True,count_exact,정상(count됨)
hec-edu-en,French Public Universities,16,10,True,count_exact,정상(count됨)
eng-mod-gov-cn-2025xb,중국 완료,10,10,True,count_exact,정상(count됨)
kliimaministeerium-ee-otsing,Estonia Ministries,10,10,True,count_exact,정상(count됨)
state-gov-department-reports,USA Executive Departments,10,10,True,count_exact,정상(count됨)
nhc-gov-cn-wjw,중국 완료,71,10,False,count_lowerbound,"느림(상한걸림,하한값)"
telemarksforsking-no-publikasjoner,Norway Research Centers,280,9,False,count_lowerbound,"느림(상한걸림,하한값)"
kicce-re-kr-main,한국완료,368,9,True,count_exact,정상(count됨)
mof-gov-cn-en,중국 완료,9,9,True,count_exact,정상(count됨)
datos-gob-mx-secretaria-salud,Mexico Ministries,9,9,True,measured,정상(측정됨)
en-nhc-gov-cn-publicationshtml,중국 완료,9,9,True,count_exact,정상(count됨)
boverket-se-en,스웨덴 완료,9,9,True,count_exact,정상(count됨)
bundesfinanzministerium-de-web,Germany Ministries,112,8,True,measured,정상(측정됨)
ptb-de-cms,GER ResearchCenters(Unfinished),8,8,True,count_exact,정상(count됨)
dhs-gov-news-releases,USA Executive Departments,79,8,False,count_lowerbound,"느림(상한걸림,하한값)"
casseng-cssn-cn-sky_research,중국 완료,8,8,True,count_exact,정상(count됨)
news-admin-ch-en,Switzerland Departments,0,7,True,count_exact,정상(count됨)
kipa-re-kr-html,한국완료,8,7,True,count_exact,정상(count됨)
bundesumweltministerium-de-en,Germany Ministries,7,7,True,count_exact,정상(count됨)
bmz-de-de,Germany Ministries,6,6,False,count_lowerbound,"느림(상한걸림,하한값)"
emsl-pnnl-gov-science,American Research Institutes,6,6,True,count_exact,정상(count됨)
iucn-org-resources,Switzerland Research Centers,6,6,True,count_exact,정상(count됨)
reglementation-controle-asnr-fr-information,French Public Institutions,6,6,True,count_exact,정상(count됨)
ncats-nih-gov-news-events,American Research Institutes,19,6,True,count_exact,정상(count됨)
chinatax-gov-cn-chinatax,중국 완료,6,6,True,count_exact,정상(count됨)
jgi-doe-gov-user-science,American Research Institutes,682,6,True,measured,정상(측정됨)
garda-ie-en,Irish Research Centers,94,5,True,measured,정상(측정됨)
pembina-org-media-releases,Canadian Research Centers,494,5,True,measured,정상(측정됨)
datos-gob-mx-turismo,Mexico Ministries,4,4,True,measured,정상(측정됨)
ppforum-ca-press-releases,Canadian Research Centers,42,4,True,measured,정상(측정됨)
agri-ee-ministeerium-uudised,Estonia Ministries,122,4,False,count_lowerbound,"느림(상한걸림,하한값)"
nikhef-nl-pub,Dutch Research Centers,26,4,True,count_exact,정상(count됨)
data-gouv-fr-organizations,French Research Institutes,200,4,True,measured,정상(측정됨)
cnl-ca-news-publications,Canadian Research Centers,137,3,True,measured,정상(측정됨)
education-govt-nz-search,뉴질랜드완료,66,3,True,measured,정상(측정됨)
bmf-gv-at-ministerium,오스트리아완료,36,3,True,count_exact,정상(count됨)
education-govt-nz-our-work,뉴질랜드완료,34,3,True,measured,정상(측정됨)
forskningsradet-no-om-forskningsradet,Norway Research Centers,356,2,True,measured,정상(측정됨)
bra-se-english,스웨덴 완료,306,2,True,measured,정상(측정됨)
kfss-forest-go-kr-stat,한국완료,15,2,True,measured,정상(측정됨)
yme-gr-2013-01-31-06-37-23,Greece Ministries,3380,2,True,measured,정상(측정됨)
pbocri-org-cn-xslwhtml,중국 완료,2,2,True,count_exact,정상(count됨)
cedelft-eu-reports,Dutch Research Centers,500,1,True,measured,정상(측정됨)
genome-gov-about-nhgri,American Research Institutes,42,1,False,count_lowerbound,"느림(상한걸림,하한값)"
cwf-ca-publications,Canadian Research Centers,228,1,True,measured,정상(측정됨)
kommunekredit-com-about-us,덴마크완료,24,1,True,measured,정상(측정됨)
afp-gov-au-search,호주완료,49,1,True,count_exact,정상(count됨)
gob-mx-stps,Mexico Ministries,748,0,True,count_exact,크롤러없음
om-mp-be-nl,벨기에완료,239,0,True,count_exact,고장(0건파싱)
mpi-govt-nz-about-mpi,뉴질랜드완료,14,0,True,count_exact,고장(0건파싱)
bam-de-navigation,GER ResearchCenters(Unfinished),308,0,True,count_exact,고장(0건파싱)
inria-hal-science-search,French Research Institutes,1083,,False,unknown,미조사
genomecanada-ca-about,Canadian Research Centers,50,0,True,count_exact,고장(0건파싱)
chineseafs-org-ckynewsmgr,중국 완료,30,0,True,count_exact,고장(0건파싱)
gob-mx-segob,Mexico Ministries,747,0,True,count_exact,크롤러없음
nih-gov-news-events,American Research Institutes,409,0,True,count_exact,고장(0건파싱)
gob-mx-defensa,Mexico Ministries,756,0,True,count_exact,크롤러없음
nupi-no-en,Norway Research Centers,28,0,True,count_exact,고장(0건파싱)
gob-mx-bienestar,Mexico Ministries,729,0,True,count_exact,크롤러없음
ypergasias-gov-gr-category,Greece Ministries,531,0,True,count_exact,고장(0건파싱)
cells-es-en,Spanish Research Centers,11,0,True,count_exact,고장(0건파싱)
eprr-lanl-gov,American Research Institutes,367,0,True,count_exact,고장(0건파싱)
consult-environment-govt-nz-resource-management,뉴질랜드완료,58,0,True,count_exact,고장(0건파싱)
wbf-admin-ch-en,Switzerland Departments,500,0,True,count_exact,고장(0건파싱)
gob-mx-se,Mexico Ministries,762,0,True,count_exact,크롤러없음
tigta-gov-reports,USA Executive Departments,133,0,False,count_lowerbound,"느림(상한걸림,하한값)"
netl-doe-gov-advsearch,American Research Institutes,28,0,True,count_exact,고장(0건파싱)
gob-mx-shcp,Mexico Ministries,762,0,True,count_exact,크롤러없음
ineris-fr-fr,French Research Institutes,141,0,False,count_lowerbound,"느림(상한걸림,하한값)"
regjeringen-no-en,Norway Ministries,187,0,True,count_exact,고장(0건파싱)
transparency-gov-au-publications,호주완료,2694,0,True,count_exact,고장(0건파싱)
english-mee-gov-cn-resources,중국 완료,20,0,True,count_exact,고장(0건파싱)
nidcd-nih-gov-news,American Research Institutes,203,0,True,count_exact,고장(0건파싱)
pbocri-org-cn-lnzy3html,중국 완료,8,0,True,count_exact,고장(0건파싱)
csrc-gov-cn-csrc_en,중국 완료,9,0,True,count_exact,고장(0건파싱)
consult-environment-govt-nz-climate,뉴질랜드완료,72,0,True,count_exact,고장(0건파싱)
nec-go-kr-site,한국완료,175,0,False,count_lowerbound,"느림(상한걸림,하한값)"
en-ndrc-gov-cn-policies,중국 완료,52,0,True,count_exact,고장(0건파싱)
mpi-govt-nz-resources-and-forms,뉴질랜드완료,35,0,True,count_exact,고장(0건파싱)
hal-science-afd,French Public Institutions,59,,False,unknown,미조사
noc-ac-uk-about-us,영국완료,7,0,True,count_exact,고장(0건파싱)
insee-fr-fr,French Public Institutions,223,0,False,count_lowerbound,"느림(상한걸림,하한값)"
data-gov-be-nl,벨기에완료,132,0,True,count_exact,고장(0건파싱)
nidcd-nih-gov-order,American Research Institutes,90,0,True,count_exact,고장(0건파싱)
stat-inst-se-om-sis,스웨덴 완료,69,0,False,count_lowerbound,"느림(상한걸림,하한값)"
arcep-fr-actualites,French Public Institutions,34,0,True,count_exact,고장(0건파싱)
dapa-go-kr-dapa,한국완료,970,0,True,count_exact,고장(0건파싱)
safefood-net-news,Irish Research Centers,31,0,True,count_exact,고장(0건파싱)
gob-mx-semarnat,Mexico Ministries,774,0,True,count_exact,크롤러없음
data-e-gov-go-jp-data,일본완료,1392,,False,unknown,미조사
publicsafety-gc-ca-cnt,Canada Ministries,424,0,True,count_exact,고장(0건파싱)
gob-mx-agricultura,Mexico Ministries,729,0,True,count_exact,크롤러없음
met-no-publikasjoner,Norway Research Centers,116,0,False,count_lowerbound,"느림(상한걸림,하한값)"
gob-mx-sspc,Mexico Ministries,773,0,True,count_exact,크롤러없음
minfin-gov-gr-grafeio-typou,Greece Ministries,1797,0,True,count_exact,고장(0건파싱)
nzpri-aut-ac-nz-document-library,뉴질랜드완료,7,0,True,count_exact,고장(0건파싱)
mbie-govt-nz-building-and-energy,뉴질랜드완료,80,0,True,count_exact,고장(0건파싱)
nkvts-no-english,Norway Research Centers,562,0,True,count_exact,고장(0건파싱)
astron-nl-about,Dutch Research Centers,57,0,True,count_exact,고장(0건파싱)
en-moj-gov-cn-lawsandregulationsht,중국 완료,15,0,True,count_exact,고장(0건파싱)
gob-mx-semar,Mexico Ministries,783,0,True,count_exact,크롤러없음
gob-mx-sedatu,Mexico Ministries,756,0,True,count_exact,크롤러없음
gob-mx-mujeres,Mexico Ministries,270,0,True,count_exact,크롤러없음
science-astron-nl-science-astron,Dutch Research Centers,117,0,True,count_exact,고장(0건파싱)
hal-science-ign-ensg,French Public Institutions,3288,,False,unknown,미조사
inria-fr-fr,French Research Institutes,114,0,True,count_exact,고장(0건파싱)
gob-mx-sre,Mexico Ministries,774,0,True,count_exact,크롤러없음
doc-cerema-fr-default,French Research Institutes,697,0,True,count_exact,고장(0건파싱)
iwhr-com-zgskywwnew,중국 완료,62,0,True,count_exact,고장(0건파싱)
harcresearch-org-research,American Research Institutes,41,0,True,count_exact,고장(0건파싱)
rijksoverheid-nl-documenten,Netherland Ministries,274,0,True,count_exact,고장(0건파싱)
andra-fr-publications,French Research Institutes,1,0,True,count_exact,고장(0건파싱)
ifr-pan-edu-pl-dzialalnosc-naukowa,Polish Research Centers,232,0,True,count_exact,고장(0건파싱)
ethniccommunities-govt-nz-resources,뉴질랜드완료,85,0,True,count_exact,고장(0건파싱)
gob-mx-sectur,Mexico Ministries,765,0,True,count_exact,크롤러없음
gob-mx-sict,Mexico Ministries,747,0,True,count_exact,크롤러없음
mnd-go-kr-user,한국완료,304,0,True,count_exact,고장(0건파싱)
bj-admin-ch-bj,Switzerland Departments,41,0,True,count_exact,고장(0건파싱)
stats-govt-nz-publications,뉴질랜드완료,87,0,True,count_exact,고장(0건파싱)
anses-fr-fr,French Research Institutes,6091,0,False,count_lowerbound,"느림(상한걸림,하한값)"
eprints-imtlucca-it-cgi,Italy Research centers,1461,0,True,count_exact,고장(0건파싱)
bordbia-ie-about,Irish Research Centers,20,0,True,count_exact,고장(0건파싱)
minscfa-gov-gr-grafeio-typou,Greece Ministries,626,0,True,count_exact,고장(0건파싱)
nih-gov-press-room,American Research Institutes,449,0,True,count_exact,고장(0건파싱)
gob-mx-sep,Mexico Ministries,774,0,True,count_exact,크롤러없음
pmc-gov-au-resources,호주완료,129,0,True,count_exact,고장(0건파싱)
eprints-soton-ac-uk-view,영국완료,259,0,True,count_exact,고장(0건파싱)
gsi-ie-en-ie,Irish Research Centers,113,0,True,count_exact,고장(0건파싱)
provenienzforschung-gv-at-empfehlungen-des-bei,오스트리아완료,425,0,False,count_lowerbound,"느림(상한걸림,하한값)"
environment-govt-nz-what-you-can-do,뉴질랜드완료,58,0,True,count_exact,고장(0건파싱)
gob-mx-buengobierno,Mexico Ministries,771,0,True,count_exact,크롤러없음
minedu-gov-gr-grafeio-typoy-kai-di,Greece Ministries,404,0,True,count_exact,고장(0건파싱)
inrae-fr-actualites,French Research Institutes,830,0,True,count_exact,고장(0건파싱)
gob-mx-salud,Mexico Ministries,765,0,True,count_exact,크롤러없음
gov-gr-search,Greece Ministries,489,0,True,count_exact,고장(0건파싱)
kihasa-re-kr-publish,한국완료,673,0,False,count_lowerbound,"느림(상한걸림,하한값)"
cerema-fr-fr,French Research Institutes,231,0,True,count_exact,고장(0건파싱)
kostat-go-kr-boardes,한국완료,100,0,True,count_exact,고장(0건파싱)
data-biodiversity-be-dataset,벨기에완료,524,0,True,count_exact,고장(0건파싱)
en-iwhr-cn-iwhr-english-new,중국 완료,458,0,True,count_exact,고장(0건파싱)
transport-govt-nz-documents-and-public,뉴질랜드완료,3,0,True,count_exact,고장(0건파싱)
bfr-bund-de-en,GER ResearchCenters(Unfinished),23,0,False,count_lowerbound,"느림(상한걸림,하한값)"
baw-de-en,GER ResearchCenters(Unfinished),14,0,True,count_exact,고장(0건파싱)
transportation-gov-newsroom,USA Executive Departments,205,0,True,count_exact,고장(0건파싱)
cso-ie-en,Irish Research Centers,388,0,True,count_exact,고장(0건파싱)
opendatacommunities-org-data,영국완료,3,0,True,count_exact,고장(0건파싱)
astro-oma-be-en,벨기에완료,22,0,True,count_exact,고장(0건파싱)
socialstyrelsen-se-en,스웨덴 완료,127,0,False,count_lowerbound,"느림(상한걸림,하한값)"
consult-environment-govt-nz-waste,뉴질랜드완료,58,0,True,count_exact,고장(0건파싱)
