site_id,site_name,evidence,collected
icp-fr-a-propos-de-licp,Custom: icp-fr-a-propos-de-licp,ok(건강검진),99
icp-hal-science-search,Custom: icp-hal-science-search,ok(건강검진),220
idiap-ch-en,Custom: idiap-ch-en,ok(건강검진),125
ifau-se-forskning,Custom: ifau-se-forskning,ok(건강검진),101
ifau-se-press,Custom: ifau-se-press,ok(건강검진),215
ifpenergiesnouvelles-fr-tags,Custom: ifpenergiesnouvelles-fr-tags,ok(건강검진),150
ifr-pan-edu-pl-dzialalnosc-naukowa,Custom: ifr-pan-edu-pl-dzialalnosc-naukowa,ok(건강검진),232
ifremer-fr-fr,Custom: ifremer-fr-fr,ok(건강검진),286
ign-fr-espace-presse,Custom: ign-fr-espace-presse,ok(건강검진),67
igualdad-gob-es-comunicacion,Custom: igualdad-gob-es-comunicacion,ok(건강검진),216
iheid-swisscovery-ch-discovery,Custom: iheid-swisscovery-ch-discovery,ok(건강검진),523
ii-re-kr-base,Custom: ii-re-kr-base,ok(건강검진),287
iisd-org-press,Custom: iisd-org-press,ok(건강검진),342
illustro-iadt-figshare-com-search,Custom: illustro-iadt-figshare-com-search,ok(건강검진),92
imt-nord-europe-hal-science-search,Custom: imt-nord-europe-hal-science-search,ok(건강검진),61
incheon-go-kr-ic010205,Custom: incheon-go-kr-ic010205,ok(건강검진),1328
indicators-be-nl,Custom: indicators-be-nl,ok(건강검진),84
ineris-fr-fr,Custom: ineris-fr-fr,정밀검증 확정,141
ineris-hal-science-search,Custom: ineris-hal-science-search,ok(건강검진),2234
info-korail-com-info,Custom: info-korail-com-info,ok(건강검진),565
infrastructure-ni-gov-uk-news,Custom: infrastructure-ni-gov-uk-news,ok(건강검진),420
inrae-fr-actualites,Custom: inrae-fr-actualites,ok(건강검진),830
inria-fr-fr,Custom: inria-fr-fr,ok(건강검진),114
inria-hal-science-search,Custom: inria-hal-science-search,ok(건강검진),1083
insee-fr-fr,Custom: insee-fr-fr,정밀검증 확정,223
inserm-hal-science-search,Custom: inserm-hal-science-search,ok(건강검진),883
insight-centre-org-press-releases,Custom: insight-centre-org-press-releases,ok(건강검진),54
international-andra-fr-documents-and-visual,Custom: international-andra-fr-documents-and-visual,ok(건강검진),34
international-canada-ca-en,Custom: international-canada-ca-en,ok(건강검진),14
international-gc-ca-transparency-transpa,Custom: international-gc-ca-transparency-transpa,ok(건강검진),22
ir-arcnl-nl,Custom: ir-arcnl-nl,ok(건강검진),452
ir-cwi-nl,Custom: ir-cwi-nl,ok(건강검진),592
ir-lib-uth-gr-xmlui,Custom: ir-lib-uth-gr-xmlui,ok(건강검진),843
irb-usi-ch-publications,Custom: irb-usi-ch-publications,ok(건강검진),558
ird-hal-science-search,Custom: ird-hal-science-search,ok(건강검진),1144
iris-unitn-it,Custom: iris-unitn-it,ok(건강검진),10521
irpp-org-about-the-irpp,Custom: irpp-org-about-the-irpp,ok(건강검진),25
irpp-org-media,Custom: irpp-org-media,ok(건강검진),487
irsn-fr-actualites,Custom: irsn-fr-actualites,ok(건강검진),274
isae-ensma-hal-science-search,Custom: isae-ensma-hal-science-search,ok(건강검진),14
issibern-ch-outreach,Custom: issibern-ch-outreach,ok(건강검진),157
issibern-ch-results,Custom: issibern-ch-results,ok(건강검진),495
issnationallab-org-about,Custom: issnationallab-org-about,ok(건강검진),82
issnationallab-org-press-releases,Custom: issnationallab-org-press-releases,ok(건강검진),561
issnationallab-org-publications,Custom: issnationallab-org-publications,ok(건강검진),205
issnationallab-org-research-and-science,Custom: issnationallab-org-research-and-science,ok(건강검진),12
iucn-org-about-iucn,Custom: iucn-org-about-iucn,ok(건강검진),19
iucn-org-press-releases,Custom: iucn-org-press-releases,ok(건강검진),68
iucn-org-resources,Custom: iucn-org-resources,ok(건강검진),6
ivo-se-sok,Custom: ivo-se-sok,ok(건강검진),134
jeju-go-kr-news,Custom: jeju-go-kr-news,ok(건강검진),1087
jgi-doe-gov-user-science,Custom: jgi-doe-gov-user-science,ok(건강검진),682
jic-ac-uk-news-events,Custom: jic-ac-uk-news-events,ok(건강검진),1138
jsearch-mwr-gov-cn-irs-c-web,Custom: jsearch-mwr-gov-cn-irs-c-web,ok(건강검진),2499
julkaisut-valtioneuvosto-fi-search,Custom: julkaisut-valtioneuvosto-fi-search,ok(건강검진),293
justice-gouv-fr-documentation,Custom: justice-gouv-fr-documentation,ok(건강검진),167
justice-gov-news,Custom: justice-gov-news,ok(건강검진),741
justice-ni-gov-uk-publications,Custom: justice-ni-gov-uk-publications,ok(건강검진),228
justitsministeriet-dk-forskning,Custom: justitsministeriet-dk-forskning,ok(건강검진),24
justitsministeriet-dk-pressemeddelelse,Custom: justitsministeriet-dk-pressemeddelelse,ok(건강검진),346
juventudeinfancia-gob-es-es,Custom: juventudeinfancia-gob-es-es,ok(건강검진),306
kamco-or-kr-portal,Custom: kamco-or-kr-portal,ok(건강검진),19
kammarkollegiet-se-aktuellt,Custom: kammarkollegiet-se-aktuellt,ok(건강검진),46
kasa-go-kr-bbs,Custom: kasa-go-kr-bbs,ok(건강검진),331
kb-se-om-oss,Custom: kb-se-om-oss,ok(건강검진),80
kcg-go-kr-kcg,Custom: kcg-go-kr-kcg,ok(건강검진),624
kdca-go-kr-kdca,Custom: kdca-go-kr-kdca,ok(건강검진),846
kedi-re-kr-khome,Custom: kedi-re-kr-khome,ok(건강검진),519
keei-re-kr-boardes,Custom: keei-re-kr-boardes,ok(건강검진),452
kefm-dk-aftaler,Custom: kefm-dk-aftaler,ok(건강검진),101
kei-re-kr-eliblistes,Custom: kei-re-kr-eliblistes,ok(건강검진),364
keis-or-kr-keis,Custom: keis-or-kr-keis,ok(건강검진),22
kepco-co-kr-home,Custom: kepco-co-kr-home,ok(건강검진),400
kfss-forest-go-kr-stat,Custom: kfss-forest-go-kr-stat,ok(건강검진),15
khs-go-kr-cop,Custom: khs-go-kr-cop,ok(건강검진),38
khs-go-kr-newsbbz,Custom: khs-go-kr-newsbbz,ok(건강검진),1249
kicce-re-kr-main,Custom: kicce-re-kr-main,ok(건강검진),368
kice-re-kr-boardcnts,Custom: kice-re-kr-boardcnts,ok(건강검진),500
kicj-re-kr-boardes,Custom: kicj-re-kr-boardes,ok(건강검진),154
kiep-go-kr-galleryes,Custom: kiep-go-kr-galleryes,ok(건강검진),437
kihasa-re-kr-news,Custom: kihasa-re-kr-news,ok(건강검진),615
kihasa-re-kr-publish,Custom: kihasa-re-kr-publish,ok(건강검진),673
kinfa-or-kr-notificationpromotio,Custom: kinfa-or-kr-notificationpromotio,ok(건강검진),732
kinu-or-kr-main,Custom: kinu-or-kr-main,ok(건강검진),432
kipa-re-kr-html,Custom: kipa-re-kr-html,ok(건강검진),8
kipf-re-kr-bbs,Custom: kipf-re-kr-bbs,ok(건강검진),352
kipf-re-kr-kor,Custom: kipf-re-kr-kor,ok(건강검진),601
kipo-go-kr-ko,Custom: kipo-go-kr-ko,ok(건강검진),500
kirj-ee-archive,Custom: kirj-ee-archive,ok(건강검진),3619
kisdi-re-kr-bbs,Custom: kisdi-re-kr-bbs,ok(건강검진),502
kisdi-re-kr-report,Custom: kisdi-re-kr-report,ok(건강검진),501
kit-nl-institute,Custom: kit-nl-institute,ok(건강검진),121
kjonnsforskning-no-nb,Custom: kjonnsforskning-no-nb,ok(건강검진),100
kli-re-kr-kli,Custom: kli-re-kr-kli,ok(건강검진),500
kliimaministeerium-ee-otsing,Custom: kliimaministeerium-ee-otsing,ok(건강검진),10
klimaraadet-dk-da,Custom: klimaraadet-dk-da,ok(건강검진),84
klri-re-kr-kor,Custom: klri-re-kr-kor,ok(건강검진),590
kma-go-kr-kma,Custom: kma-go-kr-kma,ok(건강검진),86
kmcc-go-kr-userdo,Custom: kmcc-go-kr-userdo,ok(건강검진),666
kmi-re-kr-web,Custom: kmi-re-kr-web,ok(건강검진),445
kna-forest-go-kr-kfsweb,Custom: kna-forest-go-kr-kfsweb,ok(건강검진),372
knmi-nl-kennis-en-datacentru,Custom: knmi-nl-kennis-en-datacentru,ok(건강검진),388
knowledge-barnardos-ie-browse,Custom: knowledge-barnardos-ie-browse,ok(건강검진),365
kommunekredit-com-about-us,Custom: kommunekredit-com-about-us,ok(건강검진),24
kommunikasjon-ntb-no-presserom,Custom: kommunikasjon-ntb-no-presserom,ok(건강검진),116
kostat-go-kr-boardes,Custom: kostat-go-kr-boardes,ok(건강검진),100
koti-re-kr-user,Custom: koti-re-kr-user,ok(건강검진),373
krei-re-kr-krei,Custom: krei-re-kr-krei,ok(건강검진),1450
krihs-re-kr-boardes,Custom: krihs-re-kr-boardes,ok(건강검진),600
krihs-re-kr-krihslibraryarticle,Custom: krihs-re-kr-krihslibraryarticle,ok(건강검진),744
krihs-re-kr-krihslibraryreport,Custom: krihs-re-kr-krihslibraryreport,ok(건강검진),168
krivet-re-kr,www.krivet.re.kr,ok(건강검진),1
krivet-re-kr-kor,Custom: krivet-re-kr-kor,ok(건강검진),500
kwdi-re-kr-plaza,Custom: kwdi-re-kr-plaza,ok(건강검진),819
kwdi-re-kr-publications,Custom: kwdi-re-kr-publications,ok(건강검진),500
lavoro-gov-it-stampa-e-media,Custom: lavoro-gov-it-stampa-e-media,ok(건강검진),340
lecese-fr-espace-presse,Custom: lecese-fr-espace-presse,ok(건강검진),500
lenus-ie-browse,Custom: lenus-ie-browse,ok(건강검진),168
lib-cssn-cn-zy,Custom: lib-cssn-cn-zy,ok(건강검진),204
library-kwrwater-nl-en,Custom: library-kwrwater-nl-en,ok(건강검진),51
libreria-educacion-gob-es-p,Custom: libreria-educacion-gob-es-p,ok(건강검진),330
llnl-gov-news,Custom: llnl-gov-news,ok(건강검진),3537
lne-fr-fr,Custom: lne-fr-fr,ok(건강검진),40
mafra-go-kr-home,Custom: mafra-go-kr-home,ok(건강검진),761
marine-ie-site-area,Custom: marine-ie-site-area,ok(건강검진),24
masaf-gov-it-flex,Custom: masaf-gov-it-flex,ok(건강검진),601
mbie-govt-nz-building-and-energy,Custom: mbie-govt-nz-building-and-energy,ok(건강검진),80
mef-gov-it-ufficio-stampa,Custom: mef-gov-it-ufficio-stampa,ok(건강검진),204
mem-gov-cn-fw,Custom: mem-gov-cn-fw,ok(건강검진),62
mentalhealthcommission-ca-resources,Custom: mentalhealthcommission-ca-resources,ok(건강검진),589
meri-belspo-be-site,Custom: meri-belspo-be-site,ok(건강검진),21
met-no-publikasjoner,Custom: met-no-publikasjoner,정밀검증 확정,116
meteofrance-fr-actualite,Custom: meteofrance-fr-actualite,ok(건강검진),94
meteoswiss-admin-ch-services-and-publica,Custom: meteoswiss-admin-ch-services-and-publica,ok(건강검진),440
mfat-govt-nz-en,Custom: mfat-govt-nz-en,ok(건강검진),11
mfds-go-kr-brd,Custom: mfds-go-kr-brd,ok(건강검진),461
mi-se-arkiv,Custom: mi-se-arkiv,ok(건강검진),632
migration-gov-gr-press,Custom: migration-gov-gr-press,ok(건강검진),1618
miit-gov-cn-zc,Custom: miit-gov-cn-zc,ok(건강검진),104
miit-gov-cn-zwgk,Custom: miit-gov-cn-zwgk,ok(건강검진),26
mim-gov-it-web,Custom: mim-gov-it-web,ok(건강검진),41
mimit-gov-it-it,Custom: mimit-gov-it-it,ok(건강검진),92
minagric-gr-the-ministry-2,Custom: minagric-gr-the-ministry-2,ok(건강검진),267
mindev-gov-gr-category,Custom: mindev-gov-gr-category,ok(건강검진),3514
mindigital-gr-archives,Custom: mindigital-gr-archives,ok(건강검진),675
minedu-gov-gr-grafeio-typoy-kai-di,Custom: minedu-gov-gr-grafeio-typoy-kai-di,ok(건강검진),404
ministeroturismo-gov-it-category,Custom: ministeroturismo-gov-it-category,ok(건강검진),1014
ministryofjustice-gr,Custom: ministryofjustice-gr,ok(건강검진),261
minrel-gob-cl-minrel,Custom: minrel-gob-cl-minrel,ok(건강검진),4547
mintour-gov-gr-deltia-typoy,Custom: mintour-gov-gr-deltia-typoy,ok(건강검진),394
miteco-gob-es-es,Custom: miteco-gob-es-es,ok(건강검진),379
mivau-gob-es-el-ministerio,Custom: mivau-gob-es-el-ministerio,ok(건강검진),473
mma-go-kr-board,Custom: mma-go-kr-board,ok(건강검진),616
mod-mil-gr-category,Custom: mod-mil-gr-category,ok(건강검진),470
moe-go-kr-boardcnts,Custom: moe-go-kr-boardcnts,ok(건강검진),1250
moe-gov-cn-jyb_sjzl,Custom: moe-gov-cn-jyb_sjzl,ok(건강검진),28
moe-gov-cn-jyb_xwfb,Custom: moe-gov-cn-jyb_xwfb,ok(건강검진),418
moe-gov-cn-jyb_xxgk,Custom: moe-gov-cn-jyb_xxgk,ok(건강검진),18
moef-go-kr-nw,Custom: moef-go-kr-nw,ok(건강검진),683
mof-go-kr-doc,Custom: mof-go-kr-doc,ok(건강검진),624
mof-gov-cn-en,Custom: mof-gov-cn-en,ok(건강검진),9
mofa-go-kr-www,Custom: mofa-go-kr-www,ok(건강검진),521
mofe-go-kr-id,Custom: mofe-go-kr-id,ok(건강검진),133
mogef-go-kr-nw,Custom: mogef-go-kr-nw,ok(건강검진),852
moh-gov-gr-articles,Custom: moh-gov-gr-articles,ok(건강검진),5608
mohrss-gov-cn-xxgk2020,Custom: mohrss-gov-cn-xxgk2020,ok(건강검진),19
mohw-go-kr-boardes,Custom: mohw-go-kr-boardes,ok(건강검진),920
mois-go-kr-frt,Custom: mois-go-kr-frt,ok(건강검진),1148
moj-go-kr-moj,Custom: moj-go-kr-moj,ok(건강검진),793
moleg-go-kr-boardes,Custom: moleg-go-kr-boardes,ok(건강검진),256
molit-go-kr-usr,Custom: molit-go-kr-usr,ok(건강검진),390
motir-go-kr-kor,Custom: motir-go-kr-kor,ok(건강검진),703
mpi-govt-nz-about-mpi,Custom: mpi-govt-nz-about-mpi,ok(건강검진),14
mpva-go-kr-mpva,Custom: mpva-go-kr-mpva,ok(건강검진),590
msd-govt-nz-about-msd-and-our-wo,Custom: msd-govt-nz-about-msd-and-our-wo,ok(건강검진),16
msit-go-kr-bbs,Custom: msit-go-kr-bbs,ok(건강검진),488
mss-go-kr-site,Custom: mss-go-kr-site,ok(건강검진),500
mva-gov-cn-gongkai,Custom: mva-gov-cn-gongkai,ok(건강검진),15
mwr-gov-cn-english,Custom: mwr-gov-cn-english,ok(건강검진),37
mwr-gov-cn-zwgk,Custom: mwr-gov-cn-zwgk,ok(건강검진),18
naacc-go-kr-web,Custom: naacc-go-kr-web,ok(건강검진),334
nasa-gov-2025-news-releases,Custom: nasa-gov-2025-news-releases,ok(건강검진),236
nationalacademies-org-publications,Custom: nationalacademies-org-publications,ok(건강검진),184
naturalengland-defra-opendata-arcgis-com-search,Custom: naturalengland-defra-opendata-arcgis-com-search,ok(건강검진),167
nbb-be-en,Custom: nbb-be-en,ok(건강검진),15
ncats-nih-gov-news-events,Custom: ncats-nih-gov-news-events,ok(건강검진),19
nccih-nih-gov-news,Custom: nccih-nih-gov-news,ok(건강검진),57
ncha-gov-cn-col,Custom: ncha-gov-cn-col,ok(건강검진),117
ncri-ie-en,Custom: ncri-ie-en,ok(건강검진),104
neac-gov-cn-seac,Custom: neac-gov-cn-seac,ok(건강검진),57
nei-nih-gov-about,Custom: nei-nih-gov-about,ok(건강검진),14
nei-nih-gov-learn-about-eye-heal,Custom: nei-nih-gov-learn-about-eye-heal,ok(건강검진),88
nemertes-library-upatras-gr-browse,Custom: nemertes-library-upatras-gr-browse,ok(건강검진),127
nemertes-library-upatras-gr-search,Custom: nemertes-library-upatras-gr-search,ok(건강검진),500
nersc-no-en,Custom: nersc-no-en,ok(건강검진),349
nesc-ie-publications,Custom: nesc-ie-publications,ok(건강검진),121
netl-doe-gov-advsearch,Custom: netl-doe-gov-advsearch,정밀검증 확정,28
netl-doe-gov-energy-analysis,Custom: netl-doe-gov-energy-analysis,ok(건강검진),97
netl-doe-gov-fecm-external-r-and-,Custom: netl-doe-gov-fecm-external-r-and-,ok(건강검진),343
netl-doe-gov-search-r-d-publicati,Custom: netl-doe-gov-search-r-d-publicati,ok(건강검진),729
news-admin-ch-en,Custom: news-admin-ch-en,ok(건강검진),0
news-fnal-gov-category,Custom: news-fnal-gov-category,ok(건강검진),374
newsreleases-sandia-gov-archives-by-year,Custom: newsreleases-sandia-gov-archives-by-year,ok(건강검진),2044
nfa-go-kr-nfa,Custom: nfa-go-kr-nfa,ok(건강검진),112
nfra-gov-cn-cn,Custom: nfra-gov-cn-cn,ok(건강검진),726
nhc-gov-cn-wjw,Custom: nhc-gov-cn-wjw,ok(건강검진),71
nhlbi-nih-gov-about,Custom: nhlbi-nih-gov-about,ok(건강검진),22
nhlbi-nih-gov-resources,Custom: nhlbi-nih-gov-resources,ok(건강검진),325
nhmrc-gov-au-publications,National Health and Medical Research Council — Publications,ok(건강검진),232
nia-nih-gov-news,Custom: nia-nih-gov-news,ok(건강검진),95
niaaa-nih-gov-news-events,Custom: niaaa-nih-gov-news-events,ok(건강검진),80
niams-nih-gov-newsroom,Custom: niams-nih-gov-newsroom,ok(건강검진),15
nibib-nih-gov-news-events,Custom: nibib-nih-gov-news-events,ok(건강검진),39
nibio-no-en,Custom: nibio-no-en,ok(건강검진),219
nichd-nih-gov-newsroom,Custom: nichd-nih-gov-newsroom,ok(건강검진),329
nida-nih-gov-news-events,Custom: nida-nih-gov-news-events,ok(건강검진),46
nida-nih-gov-research-topics,Custom: nida-nih-gov-research-topics,ok(건강검진),29
nidcd-nih-gov-order,Custom: nidcd-nih-gov-order,ok(건강검진),90
nidcr-nih-gov-news-events,Custom: nidcr-nih-gov-news-events,ok(건강검진),87
niddk-nih-gov-news,Custom: niddk-nih-gov-news,ok(건강검진),124
nidi-nl-en,Custom: nidi-nl-en,ok(건강검진),285
niehs-nih-gov-newsreleases,Custom: niehs-nih-gov-newsreleases,ok(건강검진),40
nifu-no-en,Custom: nifu-no-en,ok(건강검진),363
nigms-nih-gov-news,Custom: nigms-nih-gov-news,ok(건강검진),21
nikhef-nl-pub,Custom: nikhef-nl-pub,ok(건강검진),26
nim-ac-cn-taxonomy,Custom: nim-ac-cn-taxonomy,ok(건강검진),34
nimh-nih-gov-news,Custom: nimh-nih-gov-news,ok(건강검진),492
nimhd-nih-gov-news-events,Custom: nimhd-nih-gov-news-events,ok(건강검진),13
nin-nl-publications,Custom: nin-nl-publications,ok(건강검진),471
nina-no-english,Custom: nina-no-english,ok(건강검진),36
ninds-nih-gov-news-events,Custom: ninds-nih-gov-news-events,ok(건강검진),253
ninds-nih-gov-publications,Custom: ninds-nih-gov-publications,ok(건강검진),71
nioo-knaw-nl-en,Custom: nioo-knaw-nl-en,ok(건강검진),75
nisra-gov-uk-publications,Custom: nisra-gov-uk-publications,ok(건강검진),522
nist-gov-publications,Custom: nist-gov-publications,ok(건강검진),478
nistdigitalarchives-contentdm-oclc-org-digital,Custom: nistdigitalarchives-contentdm-oclc-org-digital,ok(건강검진),788
nivel-nl-en,Custom: nivel-nl-en,ok(건강검진),520
nkvts-no-english,Custom: nkvts-no-english,정밀검증 확정,562
nnsa-mee-gov-cn-english,Custom: nnsa-mee-gov-cn-english,ok(건강검진),10
noc-ac-uk-about-us,Custom: noc-ac-uk-about-us,정밀검증 확정,7
noc-ac-uk-publications,Custom: noc-ac-uk-publications,ok(건강검진),234
nofima-com-publication,Custom: nofima-com-publication,ok(건강검진),200
nora-nerc-ac-uk-view,Custom: nora-nerc-ac-uk-view,ok(건강검진),596
nordlandsforskning-no-en,Custom: nordlandsforskning-no-en,ok(건강검진),304
nps-or-kr-inforls,Custom: nps-or-kr-inforls,ok(건강검진),115
nps-or-kr-pnsgdnc,Custom: nps-or-kr-pnsgdnc,ok(건강검진),182
nrc-re-kr-boardes,Custom: nrc-re-kr-boardes,ok(건강검진),470
nrscotland-gov-uk-publications,Custom: nrscotland-gov-uk-publications,ok(건강검진),359
ntp-niehs-nih-gov-publications,Custom: ntp-niehs-nih-gov-publications,ok(건강검진),536
ntrs-nasa-gov-search,Custom: ntrs-nasa-gov-search,ok(건강검진),6490
nts-go-kr-nts,Custom: nts-go-kr-nts,ok(건강검진),42
nupi-no-en,Custom: nupi-no-en,ok(건강검진),28
nypi-re-kr,www.nypi.re.kr,ok(건강검진),3
nypi-re-kr-board,Custom: nypi-re-kr-board,ok(건강검진),150
nzpri-aut-ac-nz-document-library,Custom: nzpri-aut-ac-nz-document-library,ok(건강검진),7
oig-treasury-gov-other-reports-testim,Custom: oig-treasury-gov-other-reports-testim,ok(건강검진),1353
oka-go-kr-web,Custom: oka-go-kr-web,ok(건강검진),30
onera-fr-fr,Custom: onera-fr-fr,ok(건강검진),145
ons-gov-uk-search,Custom: ons-gov-uk-search,ok(건강검진),516
open-science-canada-ca-communities,Custom: open-science-canada-ca-communities,ok(건강검진),272
openaccess-inaf-it,Custom: openaccess-inaf-it,ok(건강검진),513
openaire-eu-os-slovenia,Custom: openaire-eu-os-slovenia,ok(건강검진),28
opendata-centralbank-ie-dataset,Custom: opendata-centralbank-ie-dataset,ok(건강검진),38
opendata-dk-search,Custom: opendata-dk-search,ok(건강검진),70
opengov-seoul-go-kr-research,Custom: opengov-seoul-go-kr-research,ok(건강검진),344
openresearch-repository-anu-edu-au-search,Custom: openresearch-repository-anu-edu-au-search,ok(건강검진),261
openscience-si-naprednoiskanjeaspx,Custom: openscience-si-naprednoiskanjeaspx,ok(건강검진),30
opm-go-kr-opm,Custom: opm-go-kr-opm,ok(건강검진),660
osr-statisticsauthority-gov-uk-publications-list,Custom: osr-statisticsauthority-gov-uk-publications-list,ok(건강검진),257
ostrnrcan-dostrncan-canada-ca-search,Custom: ostrnrcan-dostrncan-canada-ca-search,ok(건강검진),220
ots-at-pressemappe,Custom: ots-at-pressemappe,ok(건강검진),500
par-nsf-gov-search,Custom: par-nsf-gov-search,ok(건강검진),2481
pasteur-fr-en,Custom: pasteur-fr-en,ok(건강검진),314
pbc-gov-cn-en,Custom: pbc-gov-cn-en,ok(건강검진),224
pbl-nl-en,Custom: pbl-nl-en,ok(건강검진),649
pbocri-org-cn-lnzy3html,Custom: pbocri-org-cn-lnzy3html,정밀검증 확정,8
pbocri-org-cn-xslwhtml,Custom: pbocri-org-cn-xslwhtml,ok(건강검진),2
pembina-org-media-releases,Custom: pembina-org-media-releases,ok(건강검진),494
pergamos-lib-uoa-gr-search,Custom: pergamos-lib-uoa-gr-search,ok(건강검진),500
phfscience-nz-digital-library,Custom: phfscience-nz-digital-library,정밀검증 확정,501
phfscience-nz-news-publications,Custom: phfscience-nz-news-publications,ok(건강검진),32
plan-be-nl,Custom: plan-be-nl,ok(건강검진),152
pleanala-ie-en-ie,Custom: pleanala-ie-en-ie,ok(건강검진),54
pnnl-gov-news,Custom: pnnl-gov-news,ok(건강검진),322
police-go-kr-user,Custom: police-go-kr-user,ok(건강검진),747
policyalternatives-ca-news-research,Custom: policyalternatives-ca-news-research,ok(건강검진),1543
politie-be-statistieken,Custom: politie-be-statistieken,ok(건강검진),95
polytechnique-edu-presse,Custom: polytechnique-edu-presse,ok(건강검진),226
polytechnique-hal-science-search,Custom: polytechnique-hal-science-search,ok(건강검진),3103
portaldiplomatico-mne-gov-pt-en,Custom: portaldiplomatico-mne-gov-pt-en,ok(건강검진),378
ppforum-ca-press-releases,Custom: ppforum-ca-press-releases,ok(건강검진),42
pps-go-kr-kor,Custom: pps-go-kr-kor,ok(건강검진),290
presse-cnam-fr-communiques,Custom: presse-cnam-fr-communiques,ok(건강검진),36
presse-curie-fr-section,Custom: presse-curie-fr-section,ok(건강검진),300
presse-economie-gouv-fr,Custom: presse-economie-gouv-fr,ok(건강검진),1206
prism-go-kr-homepage,Custom: prism-go-kr-homepage,ok(건강검진),2900
provenienzforschung-gv-at-empfehlungen-des-bei,Custom: provenienzforschung-gv-at-empfehlungen-des-bei,정밀검증 확정,425
psi-ch-en,Custom: psi-ch-en,ok(건강검진),405
ptb-de-cms,Custom: ptb-de-cms,ok(건강검진),8
publications-idiap-ch-publications,Custom: publications-idiap-ch-publications,ok(건강검진),231
publichealthscotland-scot-publications,Custom: publichealthscotland-scot-publications,ok(건강검진),373
publicsafety-gc-ca-cnt,Custom: publicsafety-gc-ca-cnt,ok(건강검진),424
publicservice-govt-nz-data,Custom: publicservice-govt-nz-data,ok(건강검진),61
publicservice-govt-nz-research-and-data,Custom: publicservice-govt-nz-research-and-data,ok(건강검진),110
publikationen-bundesregierung-de-pp-de,Custom: publikationen-bundesregierung-de-pp-de,ok(건강검진),112
pubs-drdc-rddc-gc-ca-basis,Custom: pubs-drdc-rddc-gc-ca-basis,ok(건강검진),4040
pubs-usgs-gov,pubs.usgs.gov,ok(건강검진),10
pubshop-bmbwf-gv-at-indexphp,Custom: pubshop-bmbwf-gv-at-indexphp,ok(건강검진),479
pure-mpg-de-search,Custom: pure-mpg-de-search,ok(건강검진),75
rcaanc-cirnac-gc-ca-eng,Custom: rcaanc-cirnac-gc-ca-eng,ok(건강검진),33
rda-go-kr-board,Custom: rda-go-kr-board,ok(건강검진),1020
rdr-kuleuven-be-dataverse,Custom: rdr-kuleuven-be-dataverse,ok(건강검진),418
reglementation-controle-asnr-fr-information,Custom: reglementation-controle-asnr-fr-information,ok(건강검진),6
regulation-govt-nz-about-us,Custom: regulation-govt-nz-about-us,ok(건강검진),247
repo-lib-duth-gr-jspui,Custom: repo-lib-duth-gr-jspui,ok(건강검진),7156
reports-nlr-nl-collections,Custom: reports-nlr-nl-collections,ok(건강검진),18
repositorio-uchile-cl-discover,Custom: repositorio-uchile-cl-discover,정밀검증 확정,500
repository-cern-search,Custom: repository-cern-search,ok(건강검진),500
repository-lboro-ac-uk,Custom: repository-lboro-ac-uk,ok(건강검진),128
repository-library-noaa-gov-view,Custom: repository-library-noaa-gov-view,ok(건강검진),812
repository-naturalis-nl,Custom: repository-naturalis-nl,ok(건강검진),9681
repository-tno-nl-doclist,Custom: repository-tno-nl-doclist,ok(건강검진),10508
research-collection-ethz-ch-search,Custom: research-collection-ethz-ch-search,ok(건강검진),459
research-imt-nord-europe-fr-news,Custom: research-imt-nord-europe-fr-news,ok(건강검진),56
research-thea-ie-browse,Custom: research-thea-ie-browse,ok(건강검진),449
researchrepository-ul-ie-search,Custom: researchrepository-ul-ie-search,ok(건강검진),400
reseau-canope-fr-espace-presse,Custom: reseau-canope-fr-espace-presse,ok(건강검진),19
rfi-ac-uk-latest,Custom: rfi-ac-uk-latest,ok(건강검진),142
rigsrevisionen-dk-revisionssager,Custom: rigsrevisionen-dk-revisionssager,ok(건강검진),590
rijksoverheid-nl-documenten,Custom: rijksoverheid-nl-documenten,ok(건강검진),274
ris-bka-gv-at-ergebniswxe,Custom: ris-bka-gv-at-ergebniswxe,ok(건강검진),507
rki-de-de,Custom: rki-de-de,ok(건강검진),66
rosap-ntl-bts-gov-cbrowse,Custom: rosap-ntl-bts-gov-cbrowse,ok(건강검진),562
ruomoplus-lib-uom-gr-simple-search,Custom: ruomoplus-lib-uom-gr-simple-search,ok(건강검진),500
saemangeum-go-kr-sda,Custom: saemangeum-go-kr-sda,ok(건강검진),428
safefood-net-news,Custom: safefood-net-news,ok(건강검진),31
salute-gov-it-new,Custom: salute-gov-it-new,ok(건강검진),202
samr-gov-cn-zw,Custom: samr-gov-cn-zw,ok(건강검진),315
sandia-gov-news,Custom: sandia-gov-news,ok(건강검진),101
sante-gouv-fr-ministere,Custom: sante-gouv-fr-ministere,ok(건강검진),145
santepubliquefrance-fr-presse,Custom: santepubliquefrance-fr-presse,ok(건강검진),624
sastind-gov-cn-n10086200,Custom: sastind-gov-cn-n10086200,ok(건강검진),474
scaht-org-en,Custom: scaht-org-en,ok(건강검진),641
science-astron-nl-science-astron,Custom: science-astron-nl-science-astron,ok(건강검진),117
science-libraries-canada-ca-eng,Custom: science-libraries-canada-ca-eng,ok(건강검진),31
