site_id,sheet,collected,counted,server_total,completed,elapsed_s,method,note,health
ungeneva-org-en,Switzerland Research Centers,93,91,0,True,232.0,count_crawl,caps_neutralized:_WALL_CLOCK_MIN=25->big;_MAX_PAGES=200->big,ok
cae-eco-fr-presse-cae-0,French Public Institutions,64,64,0,True,196.5,count_crawl,,ok
sintef-no-en,Norway Research Centers,141,140,0,False,600.1,count_crawl,external_timeout_kill:lower_bound,timeout
nichd-nih-gov-newsroom,American Research Institutes,329,197,0,False,600.1,count_crawl,external_timeout_kill:lower_bound,timeout
hatvp-fr-actualites-et-public,French Public Institutions,57,57,0,True,173.5,count_crawl,caps_neutralized:_MAX_PAGES=200->big;_MAX_MINUTES=25->big,ok
nia-nih-gov-news,American Research Institutes,95,59,0,True,126.9,count_crawl,caps_neutralized:_SAFETY_CAP=200->big;_WALL_BUDGET_SECONDS=1500->big,ok
xxgk-mot-gov-cn-2020,중국 완료,456,460,0,True,534.0,count_crawl,caps_neutralized:_MAX_PAGES=200->big;_MAX_SECONDS=1500->big,ok
directives-doe-gov-guidance,USA Executive Departments,260,51,0,True,120.2,count_crawl,caps_neutralized:_SAFETY_CAP=200->big;_WALL_BUDGET_SECONDS=1500->big,ok
plan-be-nl,벨기에완료,152,117,0,False,600.1,count_crawl,external_timeout_kill:lower_bound,timeout
noc-ac-uk-publications,영국완료,234,25,0,True,181.4,count_crawl,caps_neutralized:_MAX_PAGES=200->big,ok
cstb-fr-communiques-de-press,French Research Institutes,48,48,0,True,78.8,count_crawl,caps_neutralized:_MAX_PAGES=200->big,ok
alrc-gov-au-publications,호주완료,116,40,0,True,38.0,count_crawl,caps_neutralized:SAFETY_PAGE_CAP=200->big;MAX_WALL_SECONDS=1500->big,ok
opendata-centralbank-ie-dataset,Irish Research Centers,38,39,0,True,12.3,count_crawl,caps_neutralized:_WALL_CLOCK_LIMIT=1500->big,ok
africamuseum-be-en,벨기에완료,52,52,0,True,225.3,count_crawl,caps_neutralized:_MAX_PAGES=200->big;_WALL_SECONDS=1500->big,ok
ris-bka-gv-at-ergebniswxe,오스트리아완료,507,101,0,False,600.2,count_crawl,external_timeout_kill:lower_bound,timeout
nidi-nl-en,Dutch Research Centers,285,142,0,False,600.2,count_crawl,external_timeout_kill:lower_bound,timeout
presse-cnam-fr-communiques,French Public Institutions,36,38,0,True,169.9,count_crawl,caps_neutralized:MAX_PAGES=200->big;WALL_CLOCK_BUDGET_SECONDS=1500->big,ok
nim-ac-cn-taxonomy,중국 완료,34,34,0,True,34.0,count_crawl,caps_neutralized:_MAX_PAGES=200->big;_MAX_SECONDS=1500->big,ok
rcaanc-cirnac-gc-ca-eng,Canada Ministries,33,33,0,True,78.4,count_crawl,,ok
oka-go-kr-web,한국완료,30,30,0,True,19.8,count_crawl,caps_neutralized:_SAFETY_CAP=200->big;_WALL_BUDGET_SECONDS=1500->big,ok
hhs-gov-guidance,USA Executive Departments,267,43,0,False,600.2,count_crawl,external_timeout_kill:lower_bound,timeout
swisspeace-ch-publications,Switzerland Research Centers,304,305,0,True,519.5,count_crawl,caps_neutralized:SAFETY_PAGE_CAP=200->big;WALL_CLOCK_BUDGET_SECONDS=1500->big,ok
