site_id,sheet,collected,counted,completed,elapsed_s,method,note
bmf-gv-at-ministerium,오스트리아완료,36,3,True,160.3,count_crawl,
bmluk-gv-at-service,오스트리아완료,315,272,True,3.6,count_crawl,
biblio-naturalsciences-be-rbins-publications,벨기에완료,500,160,False,360.1,count_crawl,external_timeout_kill:lower_bound
bmvg-de-en,Germany Ministries,20,20,True,38.4,count_crawl,
bmlv-gv-at-wissen-forschung,오스트리아완료,18,18,True,75.0,count_crawl,
bm-dk-soeg,덴마크완료,88,63,False,360.1,count_crawl,external_timeout_kill:lower_bound
bmwkms-gv-at-themen,오스트리아완료,41,17,True,2.1,count_crawl,
bmas-de-de,Germany Ministries,454,188,False,360.1,count_crawl,external_timeout_kill:lower_bound
bmds-bund-de-aktuelles,Germany Ministries,79,84,True,327.1,count_crawl,
bmleh-de-en,독일완료,26,16,True,165.4,count_crawl,caps_neutralized:_MAX_PAGES=200->10000000;_MAX_WALL=1500->10000000
bmwsb-bund-de-de,독일완료,20,20,True,63.8,count_crawl,caps_neutralized:MAX_PAGES=200->10000000
bordbia-ie-about,Irish Research Centers,20,0,True,0.5,count_crawl,
bmimi-gv-at-themen,오스트리아완료,18,18,True,266.2,count_crawl,caps_neutralized:SAFETY_PAGE_CAP=200->10000000
boverket-se-en,스웨덴 완료,9,9,True,12.4,count_crawl,
bnf-fr-fr,French Public Institutions,488,488,True,85.1,count_crawl,
budget-canada-ca-home-accueil-enhtml,Canada Ministries,17,17,True,29.7,count_crawl,
bmftr-bund-de-siteglobals,독일완료,197,69,False,360.1,count_crawl,external_timeout_kill:lower_bound
bmj-gv-at-ministerium,오스트리아완료,149,106,False,360.1,count_crawl,external_timeout_kill:lower_bound
bundesumweltministerium-de-en,Germany Ministries,7,7,True,21.1,count_crawl,
bmleh-de-siteglobals,독일완료,200,151,False,360.1,count_crawl,external_timeout_kill:lower_bound
bmwet-gv-at-services,오스트리아완료,89,87,True,338.7,count_crawl,
bmz-de-de,Germany Ministries,6,6,False,360.1,count_crawl,external_timeout_kill:lower_bound
bok-or-kr-portal,한국완료,430,445,False,360.1,count_crawl,external_timeout_kill:lower_bound
business-sweden-com-about-us,스웨덴 완료,94,94,True,115.1,count_crawl,
cac-gov-cn-hdfw,중국 완료,89,91,True,85.5,count_crawl,
cancer-gov-about-nci,American Research Institutes,24,24,True,2.7,count_crawl,
book-ioj-go-kr-library,한국완료,500,512,False,360.1,count_crawl,external_timeout_kill:lower_bound
casseng-cssn-cn-sky_research,중국 완료,8,8,True,6.9,count_crawl,caps_neutralized:_MAX_PAGES=200->10000000;_MAX_SECONDS=1500->10000000
catalogue-data-govt-nz-dataset,뉴질랜드완료,85,86,True,13.4,count_crawl,
brgm-fr-fr,French Research Institutes,234,127,False,360.1,count_crawl,external_timeout_kill:lower_bound
brsn-net-list,중국 완료,500,305,False,360.1,count_crawl,external_timeout_kill:lower_bound
cc-nih-gov-research,American Research Institutes,199,22,True,16.9,count_crawl,
bundesgesundheitsministerium-de-service,독일완료,229,71,False,360.2,count_crawl,external_timeout_kill:lower_bound
bundeskanzleramt-gv-at-bundeskanzleramt,오스트리아완료,480,182,False,360.2,count_crawl,external_timeout_kill:lower_bound
centralbank-ie-publication,Irish Research Centers,26,25,True,18.4,count_crawl,
caitec-org-cn-n6,중국 완료,62,62,True,147.9,count_crawl,
cae-eco-fr-presse-cae-0,French Public Institutions,64,64,True,191.3,count_crawl,
cells-es-en,Spanish Research Centers,11,0,True,110.3,count_crawl,
cerema-fr-fr,French Research Institutes,231,0,True,6.8,count_crawl,
cepii-fr-cepii,French Public Institutions,540,24,True,63.0,count_crawl,caps_neutralized:_MAX_PAGES=200->10000000;_MAX_WALL=1500->10000000
chineseafs-org-ckynewsmgr,중국 완료,30,0,True,4.5,count_crawl,
busan-go-kr-nbtnewsbu,한국완료,537,265,False,360.2,count_crawl,external_timeout_kill:lower_bound
chinatax-gov-cn-chinatax,중국 완료,6,6,True,43.0,count_crawl,
cigionline-org-publications,Canadian Research Centers,500,1306,True,103.5,count_crawl,
caissedesdepots-fr-communiques-de-press,French Public Institutions,1201,471,False,360.1,count_crawl,external_timeout_kill:lower_bound
carabinieri-it-in-vostro-aiuto,Italy Ministries,301,91,False,360.1,count_crawl,external_timeout_kill:lower_bound
cdhowe-org-research-insights,Canadian Research Centers,344,131,False,360.1,count_crawl,external_timeout_kill:lower_bound
cds-cern-ch-collection,Switzerland Research Centers,505,221,False,360.1,count_crawl,external_timeout_kill:lower_bound
comptroller-defense-gov-odcfo,USA Executive Departments,24,24,True,51.7,count_crawl,
centralesupelec-fr-presse,French Public Institutions,51,51,False,360.1,count_crawl,external_timeout_kill:lower_bound
cer-rec-gc-ca-en,Canadian Research Centers,175,147,False,360.1,count_crawl,external_timeout_kill:lower_bound
chungnam-go-kr-cnportal,한국완료,425,328,False,360.1,count_crawl,external_timeout_kill:lower_bound
cnipa-gov-cn-col,중국 완료,213,213,True,254.9,count_crawl,
cso-ie-en,Irish Research Centers,388,0,True,1.6,count_crawl,
csic-es-es,Spanish Research Centers,25,26,True,5.2,count_crawl,
civilprotection-gov-gr-deltia-tupou,Greece Ministries,500,286,False,360.1,count_crawl,external_timeout_kill:lower_bound
consult-environment-govt-nz-waste,뉴질랜드완료,58,0,True,94.0,count_crawl,
cnic-es-en,Spanish Research Centers,419,124,False,360.1,count_crawl,external_timeout_kill:lower_bound
consult-environment-govt-nz-resource-management,뉴질랜드완료,58,0,True,186.0,count_crawl,
cstb-fr-communiques-de-press,French Research Institutes,48,48,True,91.8,count_crawl,
csrc-gov-cn-csrc_en,중국 완료,9,0,True,94.5,count_crawl,
consult-environment-govt-nz-climate,뉴질랜드완료,72,0,True,223.5,count_crawl,
data-gov-be-nl,벨기에완료,132,0,True,2.1,count_crawl,
data-biodiversity-be-dataset,벨기에완료,524,0,True,45.1,count_crawl,caps_neutralized:_MAX_PAGES=200->10000000
data-nist-gov-sdp,American Research Institutes,50,50,True,3.7,count_crawl,
dapa-go-kr-dapa,한국완료,970,0,True,94.0,count_crawl,caps_neutralized:_MAX_PAGES=200->10000000
college-de-france-fr-en,French Public Universities,105,84,False,360.1,count_crawl,external_timeout_kill:lower_bound
dair-dias-ie-cgi,Irish Research Centers,500,756,True,164.6,count_crawl,
comwel-or-kr-comwel,한국완료,471,372,False,360.1,count_crawl,external_timeout_kill:lower_bound
data-busan-go-kr-bdip,한국완료,2022,2919,True,219.8,count_crawl,
cpb-nl-en,Dutch Research Centers,371,187,False,360.1,count_crawl,external_timeout_kill:lower_bound
datenportal-bmbf-de-portal,독일완료,75,75,True,202.4,count_crawl,caps_neutralized:_MAX_PAGES=200->10000000;_MAX_WALL=1500->10000000
daejeon-go-kr-drh,한국완료,473,326,False,360.1,count_crawl,external_timeout_kill:lower_bound
data-mfe-govt-nz-documents,뉴질랜드완료,21,19,False,360.1,count_crawl,external_timeout_kill:lower_bound
data-mfe-govt-nz-tables,뉴질랜드완료,435,215,False,360.1,count_crawl,external_timeout_kill:lower_bound
data-statistik-gv-at-web,오스트리아완료,500,168,False,360.1,count_crawl,external_timeout_kill:lower_bound
datacatalogue-adruk-org-browser,영국완료,484,333,False,360.1,count_crawl,external_timeout_kill:lower_bound
dia-govt-nz-diawebsitensf,뉴질랜드완료,28,28,True,51.3,count_crawl,
dhs-gov-publication,USA Executive Departments,29,29,True,62.8,count_crawl,
defence-govt-nz-publications,뉴질랜드완료,431,250,False,360.1,count_crawl,external_timeout_kill:lower_bound
defensa-gob-es-gabinete,Spain Ministries,421,223,False,360.1,count_crawl,external_timeout_kill:lower_bound
defense-gov-news,USA Executive Departments,546,500,True,290.2,count_crawl,
doc-cerema-fr-default,French Research Institutes,697,0,True,1.1,count_crawl,
doi-gov-bpp,USA Executive Departments,204,204,True,16.0,count_crawl,
defense-gouv-fr-salle-de-presse,France Ministries,1980,809,False,360.1,count_crawl,external_timeout_kill:lower_bound
doras-dcu-ie-view,Irish Research Centers,2229,3683,True,26.5,count_crawl,caps_neutralized:_MAX_PAGES=200->10000000;_MAX_SECONDS=1500->10000000
directives-doe-gov-guidance,USA Executive Departments,260,51,True,130.9,count_crawl,caps_neutralized:_SAFETY_CAP=200->10000000
dhs-gov-congressional-approp,USA Executive Departments,638,265,False,360.1,count_crawl,external_timeout_kill:lower_bound
dhs-gov-news-releases,USA Executive Departments,79,8,False,360.1,count_crawl,external_timeout_kill:lower_bound
difesa-it-il-ministro,Italy Ministries,101,101,True,245.3,count_crawl,
didaktorika-gr-eadd,Greece Research Centers,118,90,False,360.1,count_crawl,external_timeout_kill:lower_bound
digital-gob-es-comunicacion,Spain Ministries,416,273,False,360.1,count_crawl,external_timeout_kill:lower_bound
diplomatie-gouv-fr-en,France Ministries,551,227,False,360.1,count_crawl,external_timeout_kill:lower_bound
directives-doe-gov-directives-browse,USA Executive Departments,205,120,False,360.1,count_crawl,external_timeout_kill:lower_bound
economy-ni-gov-uk-news,영국완료,500,20,True,41.8,count_crawl,
dol-gov-newsroom,USA Executive Departments,275,77,False,360.1,count_crawl,external_timeout_kill:lower_bound
dpmc-govt-nz-publications,뉴질랜드완료,571,505,False,360.1,count_crawl,external_timeout_kill:lower_bound
drc-gov-cn-leafaspx,중국 완료,555,387,False,360.1,count_crawl,external_timeout_kill:lower_bound
drugsandalcohol-ie-cgi,Irish Research Centers,500,3471,False,360.1,count_crawl,external_timeout_kill:lower_bound
ecat-ga-gov-au-geonetwork,호주완료,796,797,True,250.0,count_crawl,
eda-admin-ch-eda,Switzerland Departments,12,48,True,86.3,count_crawl,caps_neutralized:SAFETY_PAGE_CAP=200->10000000
dst-dk-da,덴마크완료,408,117,False,360.1,count_crawl,external_timeout_kill:lower_bound
economie-fgov-be-nl,벨기에완료,138,120,True,208.9,count_crawl,caps_neutralized:_MAX_PAGES=200->10000000
earlham-ac-uk-newsroom,영국완료,278,167,False,360.1,count_crawl,external_timeout_kill:lower_bound
emep-int-mscw,Norway Research Centers,213,215,True,2.2,count_crawl,
edi-admin-ch-de,Switzerland Departments,360,20,True,125.1,count_crawl,caps_neutralized:_MAX_PAGES=200->10000000;_MAX_WALL=1500->10000000
en-iwhr-cn-iwhr-english-new,중국 완료,458,0,True,0.2,count_crawl,
en-moj-gov-cn-lawsandregulationsht,중국 완료,15,0,True,0.3,count_crawl,
emsl-pnnl-gov-science,American Research Institutes,6,6,True,131.3,count_crawl,
ecologie-gouv-fr-presse,France Ministries,4049,221,False,360.1,count_crawl,external_timeout_kill:lower_bound
en-nhc-gov-cn-publicationshtml,중국 완료,9,9,True,12.9,count_crawl,
economy-ni-gov-uk-publications,영국완료,583,255,False,360.1,count_crawl,external_timeout_kill:lower_bound
energy-gov-open-government,USA Executive Departments,10,10,True,24.9,count_crawl,
eng-mod-gov-cn-2025xb,중국 완료,10,10,True,11.5,count_crawl,
educacionfpydeportes-gob-es-prensahtml,Spain Ministries,347,115,False,360.1,count_crawl,external_timeout_kill:lower_bound
efd-admin-ch-en,Switzerland Departments,500,642,False,360.1,count_crawl,external_timeout_kill:lower_bound
ejournals-epublishing-ekt-gr-indexphp,Greece Research Centers,474,124,False,360.1,count_crawl,external_timeout_kill:lower_bound
elocus-lib-uoc-gr-search,Greece Research Centers,282,97,False,360.1,count_crawl,external_timeout_kill:lower_bound
em-dk-aktuelt,덴마크완료,350,146,False,360.1,count_crawl,external_timeout_kill:lower_bound
em-lyon-com-en,French Public Universities,348,124,False,360.1,count_crawl,external_timeout_kill:lower_bound
en-ndrc-gov-cn-policies,중국 완료,52,0,True,317.3,count_crawl,
english-mee-gov-cn-resources,중국 완료,20,0,True,83.0,count_crawl,
eprints-imtlucca-it-cgi,Italy Research centers,1461,0,True,5.1,count_crawl,
eprints-soton-ac-uk-view,영국완료,259,0,True,1.6,count_crawl,
eprr-lanl-gov,American Research Institutes,367,0,True,2.6,count_crawl,
en-nim-ac-cn-taxonomy,중국 완료,303,303,True,324.3,count_crawl,caps_neutralized:_MAX_PAGES=200->10000000;_MAX_SECONDS=1500->10000000
environment-govt-nz-what-you-can-do,뉴질랜드완료,58,0,True,139.0,count_crawl,caps_neutralized:MAX_PAGES=200->10000000
ethniccommunities-govt-nz-resources,뉴질랜드완료,85,0,True,0.9,count_crawl,
energy-gov-management,USA Executive Departments,388,164,False,360.1,count_crawl,external_timeout_kill:lower_bound
english-cnipa-gov-cn-col,중국 완료,353,311,False,360.1,count_crawl,external_timeout_kill:lower_bound
epa-ie-news-releases,Irish Research Centers,120,128,True,271.0,count_crawl,caps_neutralized:_PAGE_SAFETY_CAP=200->10000000
english-www-gov-cn-archive,중국 완료,506,284,False,360.1,count_crawl,external_timeout_kill:lower_bound
ens-lyon-fr-lecole,French Public Universities,154,85,False,360.1,count_crawl,external_timeout_kill:lower_bound
environment-govt-nz-acts-and-regulations,뉴질랜드완료,315,90,False,360.1,count_crawl,external_timeout_kill:lower_bound
environment-govt-nz-publications,뉴질랜드완료,249,106,False,360.1,count_crawl,external_timeout_kill:lower_bound
finance-ni-gov-uk-publications,영국완료,336,17,True,24.1,count_crawl,caps_neutralized:_MAX_PAGES=200->10000000
esri-ie-publications,Irish Research Centers,531,143,False,360.1,count_crawl,external_timeout_kill:lower_bound
etera-ee-browse,Estonia Research Centers,100403,52,False,360.1,count_crawl,external_timeout_kill:lower_bound
ethz-ch-de,Switzerland Research Centers,203,191,False,360.1,count_crawl,external_timeout_kill:lower_bound
etis-ee-portal,Estonia Research Centers,138,50,False,360.1,count_crawl,external_timeout_kill:lower_bound
fi-se-en,스웨덴 완료,122,93,True,237.3,count_crawl,
fm-dk-udgivelser,덴마크완료,100,100,True,233.7,count_crawl,
fafo-no-en,Norway Research Centers,322,102,False,360.1,count_crawl,external_timeout_kill:lower_bound
ga-gov-au-data-pubs,호주완료,2243,2241,True,137.6,count_crawl,
fibl-org-en,Switzerland Research Centers,539,27,False,360.1,count_crawl,external_timeout_kill:lower_bound
fmi-ch-research,Switzerland Research Centers,818,219,False,360.1,count_crawl,external_timeout_kill:lower_bound
fmn-dk-da,덴마크완료,848,150,False,360.1,count_crawl,external_timeout_kill:lower_bound
forest-go-kr-kfsweb,한국완료,931,161,False,360.1,count_crawl,external_timeout_kill:lower_bound
fss-or-kr-fss,한국완료,500,297,False,360.1,count_crawl,external_timeout_kill:lower_bound
gov-gr-search,Greece Ministries,489,0,True,1.8,count_crawl,caps_neutralized:MAX_PAGES=200->10000000
gcsp-ch-publications,Switzerland Research Centers,176,178,True,245.8,count_crawl,
genomecanada-ca-about,Canadian Research Centers,50,0,True,207.4,count_crawl,
ftc-go-kr-www,한국완료,694,372,False,360.1,count_crawl,external_timeout_kill:lower_bound
gsi-ie-en-ie,Irish Research Centers,113,0,True,6.5,count_crawl,
gb-go-kr-sub,한국완료,406,297,False,360.1,count_crawl,external_timeout_kill:lower_bound
genome-gov-about-nhgri,American Research Institutes,42,1,False,360.1,count_crawl,external_timeout_kill:lower_bound
gi-re-kr-home,한국완료,452,277,False,360.1,count_crawl,external_timeout_kill:lower_bound
harcresearch-org-research,American Research Institutes,41,0,True,0.1,count_crawl,
gichd-org-publications-resourc,Switzerland Research Centers,266,96,False,360.1,count_crawl,external_timeout_kill:lower_bound
gnews-gg-go-kr-briefing,한국완료,500,471,False,360.1,count_crawl,external_timeout_kill:lower_bound
harcresearch-org-news,American Research Institutes,240,104,True,145.4,count_crawl,
hcsp-fr-explorecgi,French Public Institutions,37,32,True,57.7,count_crawl,
health-ni-gov-uk-publications,영국완료,503,20,True,26.1,count_crawl,caps_neutralized:_MAX_PAGES=200->10000000
gnewsonline-it-category,Italy Ministries,343,117,False,360.1,count_crawl,external_timeout_kill:lower_bound
hec-edu-en,French Public Universities,16,10,True,35.9,count_crawl,
gov-wales-publications,영국완료,155,98,False,360.1,count_crawl,external_timeout_kill:lower_bound
graduateinstitute-ch-library,Switzerland Research Centers,398,56,False,360.1,count_crawl,external_timeout_kill:lower_bound
gri-re-kr-web,한국완료,516,395,False,360.1,count_crawl,external_timeout_kill:lower_bound
gwangju-go-kr-boardlistdo,한국완료,500,243,False,360.1,count_crawl,external_timeout_kill:lower_bound
home-treasury-gov-about,USA Executive Departments,12,12,True,54.7,count_crawl,
hatvp-fr-actualites-et-public,French Public Institutions,57,57,True,168.0,count_crawl,
health-ni-gov-uk-news,영국완료,137,100,True,150.6,count_crawl,
gyeongnam-go-kr-board,한국완료,190,189,False,360.1,count_crawl,external_timeout_kill:lower_bound
icn-artem-com-en,French Public Universities,6,21,True,85.4,count_crawl,
icp-fr-a-propos-de-licp,French Public Institutions,99,99,True,140.1,count_crawl,caps_neutralized:PAGE_CAP=200->10000000
hhs-gov-guidance,USA Executive Departments,267,41,False,360.1,count_crawl,external_timeout_kill:lower_bound
hi-no-en,Norway Research Centers,119,57,False,360.1,count_crawl,external_timeout_kill:lower_bound
hud-govt-nz-stats-and-insights,뉴질랜드완료,1334,2088,True,281.4,count_crawl,
ifr-pan-edu-pl-dzialalnosc-naukowa,Polish Research Centers,232,0,True,1.6,count_crawl,
home-cern-news,Switzerland Research Centers,809,539,False,360.1,count_crawl,external_timeout_kill:lower_bound
homeaffairs-gov-au-sitesearch,호주완료,1308,700,False,360.1,count_crawl,external_timeout_kill:lower_bound
hrbopenresearch-org,Irish Research Centers,437,135,False,360.1,count_crawl,external_timeout_kill:lower_bound
ifau-se-forskning,스웨덴 완료,101,106,True,156.0,count_crawl,
hud-govt-nz-documents,뉴질랜드완료,148,38,False,360.1,count_crawl,external_timeout_kill:lower_bound
humanrights-go-kr-base,한국완료,450,191,False,360.1,count_crawl,external_timeout_kill:lower_bound
idiap-ch-en,Switzerland Research Centers,125,125,True,271.6,count_crawl,
iheid-swisscovery-ch-discovery,Switzerland Research Centers,523,242,True,56.4,count_crawl,caps_neutralized:_MAX_PAGES=200->10000000
ign-fr-espace-presse,French Public Institutions,67,70,True,110.7,count_crawl,
ifpenergiesnouvelles-fr-tags,French Research Institutes,150,150,True,216.1,count_crawl,
indicators-be-nl,벨기에완료,84,84,True,128.4,count_crawl,
illustro-iadt-figshare-com-search,Irish Research Centers,92,92,True,166.6,count_crawl,caps_neutralized:_MAX_PAGES=200->10000000
inrae-fr-actualites,French Research Institutes,830,0,True,1.5,count_crawl,caps_neutralized:MAX_PAGES=200->10000000;MAX_SECONDS=1500->10000000
inria-fr-fr,French Research Institutes,114,0,True,3.5,count_crawl,caps_neutralized:_MAX_PAGES=200->10000000
infrastructure-ni-gov-uk-news,영국완료,420,20,True,28.2,count_crawl,caps_neutralized:MAX_PAGES=200->10000000
international-canada-ca-en,Canada Ministries,14,14,True,38.7,count_crawl,
international-gc-ca-transparency-transpa,Canada Ministries,22,14,True,25.4,count_crawl,
ifau-se-press,스웨덴 완료,215,176,False,360.1,count_crawl,external_timeout_kill:lower_bound
ifremer-fr-fr,French Research Institutes,286,117,False,360.1,count_crawl,external_timeout_kill:lower_bound
igualdad-gob-es-comunicacion,Spain Ministries,216,58,False,360.1,count_crawl,external_timeout_kill:lower_bound
ii-re-kr-base,한국완료,287,250,False,360.1,count_crawl,external_timeout_kill:lower_bound
incheon-go-kr-ic010205,한국완료,1328,340,False,360.1,count_crawl,external_timeout_kill:lower_bound
issibern-ch-results,Switzerland Research Centers,495,65,True,22.3,count_crawl,
ineris-fr-fr,French Research Institutes,141,0,False,360.1,count_crawl,external_timeout_kill:lower_bound
info-daegu-go-kr-newshome,한국완료,490,283,False,360.1,count_crawl,external_timeout_kill:lower_bound
iucn-org-resources,Switzerland Research Centers,6,6,True,16.1,count_crawl,caps_neutralized:_MAX_PAGES=200->10000000
iucn-org-about-iucn,Switzerland Research Centers,19,19,True,79.7,count_crawl,
iwhr-com-zgskywwnew,중국 완료,62,0,True,0.3,count_crawl,
info-korail-com-info,한국완료,565,445,False,360.1,count_crawl,external_timeout_kill:lower_bound
insee-fr-fr,French Public Institutions,223,0,False,360.1,count_crawl,external_timeout_kill:lower_bound
iucn-org-press-releases,Switzerland Research Centers,68,69,True,157.0,count_crawl,
ir-arcnl-nl,Dutch Research Centers,452,353,False,360.1,count_crawl,external_timeout_kill:lower_bound
justice-ni-gov-uk-publications,영국완료,228,11,True,26.2,count_crawl,
ir-cwi-nl,Dutch Research Centers,592,358,False,360.1,count_crawl,external_timeout_kill:lower_bound
irb-usi-ch-publications,Switzerland Research Centers,558,244,False,360.1,count_crawl,external_timeout_kill:lower_bound
irsn-fr-actualites,French Research Institutes,274,62,False,360.1,count_crawl,external_timeout_kill:lower_bound
kamco-or-kr-portal,한국완료,19,19,True,23.4,count_crawl,caps_neutralized:_MAX_PAGES=200->10000000
issibern-ch-outreach,Switzerland Research Centers,157,69,False,360.1,count_crawl,external_timeout_kill:lower_bound
justitsministeriet-dk-forskning,덴마크완료,24,24,True,143.7,count_crawl,
ivo-se-sok,스웨덴 완료,134,128,False,360.1,count_crawl,external_timeout_kill:lower_bound
jeju-go-kr-news,한국완료,1087,277,False,360.1,count_crawl,external_timeout_kill:lower_bound
jeonnam-go-kr-m7116,한국완료,770,140,False,360.1,count_crawl,external_timeout_kill:lower_bound
jsearch-mwr-gov-cn-irs-c-web,중국 완료,2499,1591,False,360.1,count_crawl,external_timeout_kill:lower_bound
kefm-dk-aftaler,덴마크완료,101,102,True,1.5,count_crawl,
justice-gov-news,USA Executive Departments,741,355,False,360.1,count_crawl,external_timeout_kill:lower_bound
kammarkollegiet-se-aktuellt,스웨덴 완료,46,48,True,219.4,count_crawl,
justitsministeriet-dk-pressemeddelelse,덴마크완료,346,67,False,360.1,count_crawl,external_timeout_kill:lower_bound
juventudeinfancia-gob-es-es,Spain Ministries,306,133,False,360.1,count_crawl,external_timeout_kill:lower_bound
kasa-go-kr-bbs,한국완료,331,331,True,337.6,count_crawl,
kicce-re-kr-main,한국완료,368,9,True,12.1,count_crawl,
kcg-go-kr-kcg,한국완료,624,178,False,360.1,count_crawl,external_timeout_kill:lower_bound
kdca-go-kr-kdca,한국완료,846,350,False,360.1,count_crawl,external_timeout_kill:lower_bound
keis-or-kr-keis,한국완료,22,21,True,246.8,count_crawl,
kedi-re-kr-khome,한국완료,519,203,False,360.1,count_crawl,external_timeout_kill:lower_bound
keei-re-kr-boardes,한국완료,452,238,False,360.1,count_crawl,external_timeout_kill:lower_bound
kei-re-kr-eliblistes,한국완료,364,132,False,360.1,count_crawl,external_timeout_kill:lower_bound
